protein_ac,drug_id
P35218,DB14219
P35228,DB00226
P35228,DB00356
P35228,DB01045
P35228,DB01170
P35228,DB01833
P35228,DB01997
P35228,DB02335
P35228,DB03449
P35228,DB06916
P35228,DB07001
P35228,DB07003
P35228,DB07008
P35228,DB07011
P35228,DB07029
P35228,DB07306
P35228,DB07389
P35228,DB08750
P35228,DB12651
P35228,DB13211
P35236,DB01880
P35236,DB13089
P35236,DB13499
P35236,DB14104
P35236,DB14674
P35318,DB01184
P35318,DB13954
P35346,DB00104
P35346,DB04894
P35346,DB06663
P35346,DB14554
P35348,DB00166
P35348,DB00370
P35348,DB00381
P35348,DB00397
P35348,DB00484
P35348,DB00668
P35348,DB01224
P35348,DB01392
P35348,DB01446
P35348,DB04440
P35348,DB06144
P35348,DB06694
P35348,DB07919
P35348,DB11725
P35348,DB12093
P35348,DB12306
P35348,DB12465
P35348,DB12551
P35348,DB12900
P35348,DB13520
P35354,DB00132
P35354,DB00201
P35354,DB00207
P35354,DB00233
P35354,DB00277
P35354,DB00336
P35354,DB00465
P35354,DB00499
P35354,DB00530
P35354,DB00572
P35354,DB00600
P35354,DB00605
P35354,DB00627
P35354,DB00641
P35354,DB00665
P35354,DB00676
P35354,DB00698
P35354,DB00779
P35354,DB00784
P35354,DB00812
P35354,DB00916
P35354,DB00917
P35354,DB01092
P35354,DB01179
P35354,DB01438
P35354,DB01599
P35354,DB01698
P35354,DB01744
P35354,DB01852
P35354,DB02513
P35354,DB03444
P35354,DB03477
P35354,DB03758
P35354,DB04066
P35354,DB04665
P35354,DB06346
P35354,DB07614
P35354,DB08587
P35354,DB08839
P35354,DB08921
P35354,DB09214
P35354,DB09526
P35354,DB11217
P35354,DB11250
P35354,DB11658
P35354,DB11672
P35354,DB12009
P35354,DB12025
P35354,DB12029
P35354,DB12039
P35354,DB12116
P35354,DB12306
P35354,DB12610
P35354,DB13063
P35354,DB13155
P35354,DB13171
P35354,DB13308
P35354,DB14656
P35367,DB00321
P35367,DB00370
P35367,DB00387
P35367,DB00420
P35367,DB00434
P35367,DB00458
P35367,DB00472
P35367,DB00501
P35367,DB00549
P35367,DB00557
P35367,DB00623
P35367,DB00692
P35367,DB00706
P35367,DB00744
P35367,DB00810
P35367,DB00813
P35367,DB00934
P35367,DB00967
P35367,DB01069
P35367,DB01075
P35367,DB01173
P35367,DB01446
P35367,DB04061
P35367,DB04829
P35367,DB05010
P35367,DB08801
P35367,DB08936
P35367,DB08954
P35367,DB11399
P35367,DB11614
P35367,DB11642
P35367,DB11649
P35367,DB11808
P35367,DB11910
P35367,DB12206
P35367,DB12306
P35367,DB12465
P35367,DB12523
P35367,DB12900
P35367,DB13520
P35367,DB13679
P35367,DB15027
P35367,DB15120
P35367,DB15203
P35368,DB00166
P35368,DB00334
P35368,DB00363
P35368,DB00368
P35368,DB00381
P35368,DB00484
P35368,DB00575
P35368,DB00734
P35368,DB01224
P35368,DB01238
P35368,DB01446
P35368,DB06144
P35368,DB06585
P35368,DB07919
P35368,DB11481
P35368,DB11738
P35368,DB13520
P35368,DB13988
P35372,DB00333
P35372,DB00368
P35372,DB00502
P35372,DB00549
P35372,DB00836
P35372,DB00916
P35372,DB00956
P35372,DB01094
P35372,DB01100
P35372,DB01446
P35372,DB01462
P35372,DB01535
P35372,DB03467
P35372,DB03758
P35372,DB04872
P35372,DB05010
P35372,DB05104
P35372,DB08954
P35372,DB09174
P35372,DB09179
P35372,DB09272
P35372,DB11399
P35372,DB12206
P35372,DB12306
P35372,DB12543
P35372,DB12551
P35372,DB12743
P35372,DB12946
P35372,DB13238
P35372,DB14086
P35372,DB15360
P35398,DB04706
P35398,DB14013
P35398,DB14014
P35408,DB01088
P35408,DB11507
P35408,DB11629
P35408,DB11658
P35408,DB12011
P35408,DB12022
P35408,DB12024
P35408,DB12623
P35408,DB13520
P35462,DB00321
P35462,DB00408
P35462,DB00457
P35462,DB00470
P35462,DB00623
P35462,DB00692
P35462,DB00934
P35462,DB00938
P35462,DB00983
P35462,DB01064
P35462,DB01184
P35462,DB01200
P35462,DB01233
P35462,DB01239
P35462,DB01446
P35462,DB04829
P35462,DB04872
P35462,DB04873
P35462,DB05039
P35462,DB06288
P35462,DB06413
P35462,DB06454
P35462,DB06618
P35462,DB08061
P35462,DB11160
P35462,DB11376
P35462,DB11399
P35462,DB11808
P35462,DB12093
P35462,DB12306
P35462,DB12579
P35462,DB12867
P35462,DB12877
P35462,DB13014
P35462,DB13273
P35462,DB13988
P35462,DB15167
P35498,DB00555
P35498,DB06280
P35498,DB12468
P35498,DB14856
P35499,DB00281
P35499,DB06280
P35499,DB07129
P35499,DB14856
P35503,DB00318
P35503,DB00327
P35503,DB00363
P35503,DB00408
P35503,DB00477
P35503,DB00540
P35503,DB00564
P35503,DB00636
P35503,DB00704
P35503,DB00792
P35503,DB00818
P35503,DB00831
P35503,DB01069
P35503,DB01075
P35503,DB01142
P35503,DB01151
P35503,DB01176
P35503,DB01183
P35503,DB01548
P35503,DB02513
P35503,DB03017
P35503,DB03410
P35503,DB03467
P35503,DB03600
P35503,DB04417
P35503,DB06691
P35503,DB07118
P35503,DB07352
P35503,DB07702
P35503,DB07706
P35503,DB07715
P35503,DB07795
P35503,DB08660
P35503,DB08930
P35503,DB09064
P35503,DB09086
P35503,DB09213
P35503,DB11490
P35503,DB12243
P35503,DB12272
P35503,DB14682
P35557,DB07359
P35557,DB11765
P35558,DB02008
P35573,DB00419
P35573,DB02172
P35573,DB03206
P35573,DB03411
P35573,DB05018
P35573,DB14872
P35590,DB02567
P35590,DB04849
P35590,DB04868
P35590,DB05524
P35590,DB05552
P35590,DB06195
P35590,DB06314
P35590,DB06486
P35590,DB06616
P35590,DB06626
P35590,DB06999
P35590,DB07159
P35590,DB08094
P35590,DB08142
P35590,DB08568
P35590,DB08865
P35590,DB08877
P35590,DB08916
P35590,DB09079
P35590,DB11526
P35590,DB11663
P35590,DB11689
P35590,DB11828
P35590,DB11958
P35590,DB12302
P35590,DB12307
P35590,DB12429
P35590,DB12500
P35590,DB12610
P35590,DB12745
P35610,DB00396
P35610,DB01599
P35626,DB07335
P35626,DB08052
P35626,DB08053
P35626,DB08054
P35626,DB08073
P35626,DB08300
P35626,DB15186
P35813,DB04452
P35869,DB00338
P35869,DB00497
P35869,DB01192
P35869,DB01852
P35869,DB11875
P35869,DB11937
P35916,DB02567
P35916,DB04868
P35916,DB05552
P35916,DB06314
P35916,DB06486
P35916,DB06616
P35916,DB06944
P35916,DB06999
P35916,DB07149
P35916,DB07159
P35916,DB07266
P35916,DB07274
P35916,DB07334
P35916,DB07335
P35916,DB07835
P35916,DB08052
P35916,DB08053
P35916,DB08054
P35916,DB08073
P35916,DB08094
P35916,DB08142
P35916,DB08300
P35916,DB08568
P35916,DB08846
P35916,DB08865
P35916,DB08877
P35916,DB08916
P35916,DB09078
P35916,DB11526
P35916,DB11663
P35916,DB11689
P35916,DB11778
P35916,DB11805
P35916,DB11828
P35916,DB11845
P35916,DB11958
P35916,DB11986
P35916,DB12064
P35916,DB12302
P35916,DB12369
P35916,DB12429
P35916,DB12500
P35916,DB12570
P35916,DB12686
P35916,DB12745
P35916,DB14845
P35916,DB15110
P35916,DB15186
P35916,DB15393
P35968,DB01809
P35968,DB02491
P35968,DB02567
P35968,DB03285
P35968,DB04868
P35968,DB05075
P35968,DB05552
P35968,DB06314
P35968,DB06486
P35968,DB06616
P35968,DB06803
P35968,DB06896
P35968,DB06944
P35968,DB06999
P35968,DB07146
P35968,DB07164
P35968,DB07249
P35968,DB07253
P35968,DB07264
P35968,DB07266
P35968,DB07297
P35968,DB07307
P35968,DB07326
P35968,DB07514
P35968,DB07528
P35968,DB07811
P35968,DB07832
P35968,DB07854
P35968,DB07856
P35968,DB08073
P35968,DB08142
P35968,DB08221
P35968,DB08351
P35968,DB08441
P35968,DB08519
P35968,DB08780
P35968,DB08846
P35968,DB08877
P35968,DB08881
P35968,DB08896
P35968,DB08916
P35968,DB09063
P35968,DB09330
P35968,DB11363
P35968,DB11526
P35968,DB11689
P35968,DB11778
P35968,DB11911
P35968,DB11913
P35968,DB11986
P35968,DB12121
P35968,DB12174
P35968,DB12270
P35968,DB12302
P35968,DB12369
P35968,DB12411
P35968,DB12429
P35968,DB12500
P35968,DB12558
P35968,DB12610
P35968,DB12686
P35968,DB12745
P35968,DB13022
P35968,DB14680
P35968,DB14840
P35968,DB14943
P35968,DB15036
P35968,DB15068
P35968,DB15110
P35968,DB15186
P35968,DB15233
P36507,DB01645
P36507,DB01782
P36507,DB01950
P36507,DB02052
P36507,DB02116
P36507,DB02424
P36507,DB02567
P36507,DB02656
P36507,DB02833
P36507,DB03365
P36507,DB03428
P36507,DB03444
P36507,DB03758
P36507,DB03777
P36507,DB04014
P36507,DB04216
P36507,DB04338
P36507,DB04367
P36507,DB04462
P36507,DB04604
P36507,DB04716
P36507,DB04849
P36507,DB04868
P36507,DB05524
P36507,DB05552
P36507,DB06314
P36507,DB06486
P36507,DB06626
P36507,DB06999
P36507,DB07126
P36507,DB07159
P36507,DB07335
P36507,DB07352
P36507,DB07364
P36507,DB07545
P36507,DB07664
P36507,DB07794
P36507,DB07876
P36507,DB07995
P36507,DB08009
P36507,DB08039
P36507,DB08052
P36507,DB08053
P36507,DB08054
P36507,DB08073
P36507,DB08094
P36507,DB08142
P36507,DB08162
P36507,DB08294
P36507,DB08300
P36507,DB08325
P36507,DB08399
P36507,DB08454
P36507,DB08473
P36507,DB08568
P36507,DB08705
P36507,DB08756
P36507,DB08865
P36507,DB08877
P36507,DB08911
P36507,DB08916
P36507,DB09079
P36507,DB11526
P36507,DB11663
P36507,DB11689
P36507,DB11828
P36507,DB11958
P36507,DB12302
P36507,DB12307
P36507,DB12429
P36507,DB12500
P36507,DB12745
P36507,DB12966
P36507,DB15068
P36507,DB15186
P36537,DB00186
P36537,DB00231
P36537,DB00295
P36537,DB00313
P36537,DB00316
P36537,DB00328
P36537,DB00379
P36537,DB00446
P36537,DB00458
P36537,DB00571
P36537,DB00573
P36537,DB00624
P36537,DB00842
P36537,DB00861
P36537,DB00936
P36537,DB00977
P36537,DB01009
P36537,DB01600
P36537,DB01726
P36537,DB04417
P36537,DB04573
P36537,DB04824
P36537,DB04828
P36537,DB07118
P36537,DB08797
P36537,DB11789
P36544,DB00145
P36544,DB00169
P36544,DB00210
P36544,DB00411
P36544,DB00605
P36544,DB00734
P36544,DB01012
P36544,DB01019
P36544,DB01100
P36544,DB01126
P36544,DB01273
P36544,DB02530
P36544,DB03095
P36544,DB05137
P36544,DB05855
P36544,DB07720
P36544,DB08620
P36544,DB08839
P36544,DB11421
P36544,DB11807
P36544,DB11937
P36544,DB13466
P36551,DB04461
P36873,DB00864
P36873,DB12328
P36888,DB01852
P36888,DB02375
P36888,DB02546
P36888,DB03467
P36888,DB04216
P36888,DB06803
P36888,DB06896
P36888,DB07167
P36888,DB07264
P36888,DB07266
P36888,DB07274
P36888,DB07352
P36888,DB07835
P36888,DB08148
P36888,DB08846
P36888,DB09330
P36888,DB11747
P36888,DB11775
P36888,DB11778
P36888,DB11986
P36888,DB12121
P36888,DB12174
P36888,DB12267
P36888,DB12610
P36888,DB12665
P36888,DB12686
P36888,DB14845
P36888,DB14943
P36888,DB14974
P36888,DB15110
P36888,DB15186
P36888,DB15294
P36888,DB15581
P36888,DB15584
P36894,DB02567
P36894,DB03921
P36894,DB04849
P36894,DB04868
P36894,DB05524
P36894,DB05552
P36894,DB06195
P36894,DB06314
P36894,DB06486
P36894,DB06616
P36894,DB06626
P36894,DB06999
P36894,DB07159
P36894,DB07835
P36894,DB08094
P36894,DB08142
P36894,DB08568
P36894,DB08597
P36894,DB08865
P36894,DB08877
P36894,DB08916
P36894,DB09079
P36894,DB11526
P36894,DB11663
P36894,DB11689
P36894,DB11828
P36894,DB11958
P36894,DB12302
P36894,DB12307
P36894,DB12429
P36894,DB12500
P36894,DB12745
P36894,DB15310
P36896,DB02567
P36896,DB04849
P36896,DB04868
P36896,DB05524
P36896,DB05552
P36896,DB06195
P36896,DB06314
P36896,DB06486
P36896,DB06616
P36896,DB06626
P36896,DB06999
P36896,DB07159
P36896,DB07335
P36896,DB07835
P36896,DB08052
P36896,DB08053
P36896,DB08054
P36896,DB08073
P36896,DB08094
P36896,DB08142
P36896,DB08300
P36896,DB08568
P36896,DB08865
P36896,DB08877
P36896,DB08916
P36896,DB09079
P36896,DB11526
P36896,DB11663
P36896,DB11689
P36896,DB11828
P36896,DB11911
P36896,DB11958
P36896,DB12302
P36896,DB12307
P36896,DB12429
P36896,DB12500
P36896,DB12745
P36896,DB15186
P36897,DB02567
P36897,DB04480
P36897,DB04849
P36897,DB04868
P36897,DB05524
P36897,DB05552
P36897,DB06195
P36897,DB06314
P36897,DB06486
P36897,DB06616
P36897,DB06626
P36897,DB06999
P36897,DB07159
P36897,DB07398
P36897,DB07835
P36897,DB08094
P36897,DB08142
P36897,DB08568
P36897,DB08865
P36897,DB08877
P36897,DB08912
P36897,DB08916
P36897,DB09079
P36897,DB11526
P36897,DB11663
P36897,DB11689
P36897,DB11828
P36897,DB11958
P36897,DB12270
P36897,DB12302
P36897,DB12307
P36897,DB12429
P36897,DB12500
P36897,DB12745
P37023,DB02567
P37023,DB03921
P37023,DB04849
P37023,DB04868
P37023,DB05524
P37023,DB05552
P37023,DB06195
P37023,DB06314
P37023,DB06486
P37023,DB06616
P37023,DB06626
P37023,DB06999
P37023,DB07159
P37023,DB07835
P37023,DB08094
P37023,DB08142
P37023,DB08568
P37023,DB08597
P37023,DB08865
P37023,DB08877
P37023,DB08916
P37023,DB09079
P37023,DB11526
P37023,DB11663
P37023,DB11689
P37023,DB11828
P37023,DB11958
P37023,DB12302
P37023,DB12307
P37023,DB12429
P37023,DB12500
P37023,DB12745
P37023,DB15310
P37058,DB07118
P37058,DB14875
P37059,DB00655
P37059,DB02292
P37059,DB03285
P37059,DB11672
P37059,DB13640
P37173,DB02567
P37173,DB03921
P37173,DB04849
P37173,DB04868
P37173,DB05524
P37173,DB05552
P37173,DB06195
P37173,DB06314
P37173,DB06486
P37173,DB06616
P37173,DB06626
P37173,DB06999
P37173,DB07159
P37173,DB07919
P37173,DB08094
P37173,DB08142
P37173,DB08568
P37173,DB08597
P37173,DB08865
P37173,DB08877
P37173,DB08916
P37173,DB09079
P37173,DB11526
P37173,DB11663
P37173,DB11689
P37173,DB11828
P37173,DB11911
P37173,DB11913
P37173,DB11958
P37173,DB12302
P37173,DB12307
P37173,DB12429
P37173,DB12500
P37173,DB12745
P37231,DB00154
P37231,DB00222
P37231,DB00307
P37231,DB00331
P37231,DB00554
P37231,DB00586
P37231,DB00605
P37231,DB00678
P37231,DB00945
P37231,DB01050
P37231,DB02029
P37231,DB02224
P37231,DB03017
P37231,DB03193
P37231,DB03756
P37231,DB03796
P37231,DB04557
P37231,DB04795
P37231,DB06246
P37231,DB06533
P37231,DB07070
P37231,DB07691
P37231,DB07863
P37231,DB08231
P37231,DB09279
P37231,DB12390
P37231,DB12491
P37231,DB13089
P37231,DB13854
P37231,DB14013
P37231,DB14014
P37231,DB14035
P37231,DB14083
P37231,DB15065
P37268,DB01118
P37268,DB03649
P37288,DB05838
P37288,DB11734
P37288,DB11818
P37288,DB11934
P37288,DB12206
P37288,DB12306
P38571,DB00981
P38936,DB05492
P39086,DB02057
P39086,DB04798
P39900,DB00188
P39900,DB00551
P39900,DB00720
P39900,DB00744
P39900,DB00746
P39900,DB00786
P39900,DB00819
P39900,DB01197
P39900,DB02546
P39900,DB03367
P39900,DB04761
P39900,DB07818
P39900,DB08029
P39900,DB11956
P39900,DB12179
P40189,DB00481
P40189,DB06401
P40394,DB02481
P40394,DB03559
P40394,DB04065
P40394,DB04105
P40763,DB00205
P40763,DB01179
P40763,DB01645
P40763,DB04599
P40763,DB06151
P40763,DB08995
P40763,DB09201
P40763,DB12029
P40763,DB13153
P40763,DB13609
P40763,DB13855
P40763,DB15246
P40925,DB00196
P40925,DB00214
P40925,DB00250
P40925,DB00257
P40925,DB00281
P40925,DB00291
P40925,DB00328
P40925,DB00338
P40925,DB00344
P40925,DB00382
P40925,DB00395
P40925,DB00440
P40925,DB00448
P40925,DB00548
P40925,DB00555
P40925,DB00564
P40925,DB00622
P40925,DB00643
P40925,DB00695
P40925,DB00698
P40925,DB00705
P40925,DB00749
P40925,DB00784
P40925,DB00792
P40925,DB00794
P40925,DB00861
P40925,DB00874
P40925,DB00904
P40925,DB00991
P40925,DB01016
P40925,DB01026
P40925,DB01041
P40925,DB01075
P40925,DB01097
P40925,DB01110
P40925,DB01127
P40925,DB01138
P40925,DB01438
P40925,DB06820
P40926,DB00451
P40926,DB04014
P41143,DB00193
P41143,DB00327
P41143,DB00333
P41143,DB00454
P41143,DB00502
P41143,DB00802
P41143,DB00836
P41143,DB00916
P41143,DB00956
P41143,DB01094
P41143,DB01100
P41143,DB01446
P41143,DB01535
P41143,DB01548
P41143,DB03467
P41143,DB03758
P41143,DB05104
P41143,DB09179
P41143,DB11399
P41143,DB11490
P41143,DB11842
P41143,DB12196
P41143,DB12306
P41143,DB12543
P41143,DB12704
P41143,DB13520
P41143,DB14086
P41143,DB14881
P41145,DB00193
P41145,DB00333
P41145,DB00454
P41145,DB00502
P41145,DB00916
P41145,DB00921
P41145,DB00956
P41145,DB01094
P41145,DB01100
P41145,DB01192
P41145,DB01446
P41145,DB01535
P41145,DB03467
P41145,DB03758
P41145,DB05104
P41145,DB09174
P41145,DB09179
P41145,DB11399
P41145,DB12196
P41145,DB12206
P41145,DB12306
P41145,DB12543
P41145,DB12668
P41145,DB14086
P41145,DB14881
P41145,DB15203
P41146,DB00289
P41146,DB00704
P41146,DB04842
P41146,DB05562
P41146,DB09174
P41146,DB12206
P41180,DB01012
P41180,DB05255
P41180,DB08980
P41182,DB11753
P41212,DB09063
P41231,DB01690
P41231,DB01717
P41231,DB02333
P41231,DB02421
P41231,DB02431
P41231,DB03041
P41231,DB03413
P41231,DB03488
P41231,DB03501
P41231,DB03909
P41231,DB04097
P41231,DB04175
P41231,DB04315
P41231,DB04555
P41231,DB05553
P41231,DB12206
P41235,DB08121
P41235,DB14013
P41235,DB14014
P41240,DB00135
P41240,DB01765
P41240,DB02567
P41240,DB03693
P41240,DB04849
P41240,DB04868
P41240,DB05552
P41240,DB06314
P41240,DB06486
P41240,DB06626
P41240,DB06999
P41240,DB07101
P41240,DB07159
P41240,DB07249
P41240,DB07253
P41240,DB07335
P41240,DB07352
P41240,DB07715
P41240,DB07731
P41240,DB07835
P41240,DB07876
P41240,DB07919
P41240,DB08052
P41240,DB08053
P41240,DB08054
P41240,DB08059
P41240,DB08094
P41240,DB08142
P41240,DB08300
P41240,DB08568
P41240,DB08865
P41240,DB08877
P41240,DB08916
P41240,DB09079
P41240,DB11526
P41240,DB11663
P41240,DB11689
P41240,DB11828
P41240,DB11958
P41240,DB12072
P41240,DB12302
P41240,DB12307
P41240,DB12500
P41240,DB12745
P41240,DB13875
P41240,DB14943
P41240,DB15186
P41252,DB00410
P41279,DB02010
P41279,DB07101
P41279,DB07268
P41279,DB07335
P41279,DB08052
P41279,DB08053
P41279,DB08054
P41279,DB08073
P41279,DB08300
P41279,DB08846
P41279,DB15186
P41440,DB06178
P41440,DB06813
P41587,DB12044
P41594,DB03793
P41594,DB04228
P41594,DB12059
P41594,DB12733
P41595,DB00246
P41595,DB00334
P41595,DB00398
P41595,DB00481
P41595,DB00502
P41595,DB00920
P41595,DB00972
P41595,DB01079
P41595,DB01224
P41595,DB01488
P41595,DB01576
P41595,DB04829
P41595,DB04842
P41595,DB04872
P41595,DB05562
P41595,DB06153
P41595,DB06288
P41595,DB08980
P41595,DB11664
P41595,DB12071
P41595,DB12177
P41595,DB12206
P41595,DB12306
P41595,DB12725
P41595,DB13520
P41595,DB14010
P41597,DB05501
P41597,DB08162
P41597,DB11758
P41597,DB11804
P41597,DB14941
P41743,DB00317
P41743,DB00398
P41743,DB00530
P41743,DB00619
P41743,DB01254
P41743,DB01259
P41743,DB01268
P41743,DB02567
P41743,DB03044
P41743,DB03496
P41743,DB04849
P41743,DB04868
P41743,DB04879
P41743,DB05294
P41743,DB05424
P41743,DB05465
P41743,DB05552
P41743,DB05575
P41743,DB05928
P41743,DB05969
P41743,DB05984
P41743,DB06314
P41743,DB06486
P41743,DB06589
P41743,DB06616
P41743,DB06626
P41743,DB06999
P41743,DB07159
P41743,DB07335
P41743,DB08052
P41743,DB08053
P41743,DB08054
P41743,DB08073
P41743,DB08094
P41743,DB08142
P41743,DB08300
P41743,DB08568
P41743,DB08865
P41743,DB08877
P41743,DB08895
P41743,DB08916
P41743,DB09079
P41743,DB11526
P41743,DB11663
P41743,DB11689
P41743,DB11828
P41743,DB11829
P41743,DB11958
P41743,DB12307
P41743,DB12429
P41743,DB12500
P41743,DB12745
P41743,DB12874
P41743,DB15186
P41968,DB12306
P42224,DB06803
P42224,DB12029
P42224,DB12116
P42224,DB15246
P42224,DB15644
P42229,DB06803
P42261,DB02818
P42261,DB04000
P42261,DB04152
P42261,DB09210
P42262,DB02818
P42262,DB04000
P42263,DB02057
P42263,DB04152
P42263,DB04798
P42330,DB00316
P42330,DB00603
P42330,DB00712
P42330,DB00749
P42330,DB00945
P42330,DB01009
P42330,DB01880
P42330,DB03783
P42330,DB04066
P42330,DB09213
P42330,DB09216
P42336,DB00173
P42336,DB00201
P42336,DB00277
P42336,DB00544
P42336,DB00936
P42336,DB00997
P42336,DB02352
P42336,DB02709
P42336,DB03058
P42336,DB03897
P42336,DB04769
P42336,DB06836
P42336,DB07496
P42336,DB07601
P42336,DB08393
P42336,DB09330
P42336,DB11836
P42336,DB11925
P42336,DB12369
P42336,DB12601
P42336,DB12740
P42336,DB12774
P42336,DB12986
P42336,DB13072
P42336,DB14943
P42336,DB15068
P42336,DB15186
P42338,DB00201
P42338,DB00277
P42338,DB00530
P42338,DB00619
P42338,DB01259
P42338,DB02567
P42338,DB02709
P42338,DB03044
P42338,DB03496
P42338,DB04769
P42338,DB04849
P42338,DB04868
P42338,DB04879
P42338,DB05294
P42338,DB05424
P42338,DB05575
P42338,DB05928
P42338,DB05969
P42338,DB05984
P42338,DB06314
P42338,DB06486
P42338,DB06589
P42338,DB06603
P42338,DB06616
P42338,DB06626
P42338,DB06836
P42338,DB06999
P42338,DB07138
P42338,DB07159
P42338,DB08094
P42338,DB08142
P42338,DB08568
P42338,DB08865
P42338,DB08877
P42338,DB08895
P42338,DB08916
P42338,DB09079
P42338,DB11526
P42338,DB11689
P42338,DB11795
P42338,DB11828
P42338,DB11829
P42338,DB11836
P42338,DB11891
P42338,DB11925
P42338,DB11958
P42338,DB12108
P42338,DB12307
P42338,DB12369
P42338,DB12429
P42338,DB12483
P42338,DB12500
P42338,DB12570
P42338,DB12745
P42338,DB12986
P42338,DB14935
P42338,DB14943
P42338,DB15068
P42345,DB00201
P42345,DB00530
P42345,DB00619
P42345,DB00622
P42345,DB00831
P42345,DB00836
P42345,DB01100
P42345,DB01118
P42345,DB01222
P42345,DB01259
P42345,DB01809
P42345,DB01951
P42345,DB02567
P42345,DB03044
P42345,DB03254
P42345,DB03496
P42345,DB04842
P42345,DB04849
P42345,DB04868
P42345,DB05294
P42345,DB05424
P42345,DB05465
P42345,DB05575
P42345,DB05928
P42345,DB05969
P42345,DB05984
P42345,DB06287
P42345,DB06314
P42345,DB06486
P42345,DB06589
P42345,DB06616
P42345,DB06626
P42345,DB06999
P42345,DB07138
P42345,DB07159
P42345,DB07601
P42345,DB08094
P42345,DB08142
P42345,DB08568
P42345,DB08865
P42345,DB08877
P42345,DB08895
P42345,DB08916
P42345,DB09054
P42345,DB09079
P42345,DB09239
P42345,DB09330
P42345,DB11526
P42345,DB11689
P42345,DB11828
P42345,DB11829
P42345,DB11836
P42345,DB11958
P42345,DB12015
P42345,DB12108
P42345,DB12307
P42345,DB12411
P42345,DB12429
P42345,DB12500
P42345,DB12601
P42345,DB12740
P42345,DB12745
P42345,DB12874
P42345,DB13051
P42345,DB13061
P42345,DB14943
P42345,DB15186
P42345,DB15408
P42345,DB15588
P42356,DB06836
P42356,DB09054
P42356,DB11663
P42356,DB12180
P42356,DB15186
P42574,DB00127
P42574,DB00188
P42574,DB01037
P42574,DB02010
P42574,DB02095
P42574,DB02464
P42574,DB04017
P42574,DB04760
P42574,DB04875
P42574,DB07744
P42574,DB07827
P42574,DB08251
P42574,DB11808
P42574,DB11956
P42575,DB00188
P42575,DB04760
P42575,DB07827
P42575,DB11808
P42575,DB11956
P42679,DB00317
P42679,DB00530
P42679,DB00619
P42679,DB01254
P42679,DB01259
P42679,DB02010
P42679,DB02567
P42679,DB03044
P42679,DB03496
P42679,DB04849
P42679,DB04868
P42679,DB04879
P42679,DB05294
P42679,DB05424
P42679,DB05552
P42679,DB05575
P42679,DB05928
P42679,DB05969
P42679,DB05984
P42679,DB06314
P42679,DB06486
P42679,DB06589
P42679,DB06616
P42679,DB06626
P42679,DB06999
P42679,DB07138
P42679,DB07159
P42679,DB07335
P42679,DB08052
P42679,DB08053
P42679,DB08054
P42679,DB08073
P42679,DB08094
P42679,DB08142
P42679,DB08300
P42679,DB08568
P42679,DB08865
P42679,DB08877
P42679,DB08895
P42679,DB08916
P42679,DB09079
P42679,DB11526
P42679,DB11663
P42679,DB11689
P42679,DB11828
P42679,DB11829
P42679,DB11958
P42679,DB12307
P42679,DB12429
P42679,DB12500
P42679,DB12745
P42679,DB13061
P42679,DB15186
P42680,DB02567
P42680,DB04849
P42680,DB04868
P42680,DB05524
P42680,DB05552
P42680,DB06195
P42680,DB06314
P42680,DB06486
P42680,DB06626
P42680,DB06999
P42680,DB07159
P42680,DB08094
P42680,DB08142
P42680,DB08568
P42680,DB08865
P42680,DB08877
P42680,DB08916
P42680,DB09079
P42680,DB11526
P42680,DB11663
P42680,DB11689
P42680,DB11703
P42680,DB11828
P42680,DB11958
P42680,DB12302
P42680,DB12307
P42680,DB12429
P42680,DB12500
P42680,DB12745
P42680,DB14785
P42680,DB15227
P42680,DB15291
P42681,DB02567
P42681,DB04849
P42681,DB04868
P42681,DB05524
P42681,DB05552
P42681,DB06195
P42681,DB06314
P42681,DB06486
P42681,DB06626
P42681,DB06999
P42681,DB07159
P42681,DB07835
P42681,DB08094
P42681,DB08142
P42681,DB08568
P42681,DB08865
P42681,DB08877
P42681,DB08916
P42681,DB09079
P42681,DB11526
P42681,DB11663
P42681,DB11689
P42681,DB11703
P42681,DB11764
P42681,DB11828
P42681,DB11958
P42681,DB12302
P42681,DB12307
P42681,DB12429
P42681,DB12500
P42681,DB12745
P42681,DB14785
P42681,DB15170
P42681,DB15227
P42681,DB15291
P42684,DB02567
P42684,DB04849
P42684,DB04868
P42684,DB05552
P42684,DB06314
P42684,DB06486
P42684,DB06626
P42684,DB06999
P42684,DB07159
P42684,DB07167
P42684,DB07335
P42684,DB07835
P42684,DB07854
P42684,DB07856
P42684,DB08052
P42684,DB08053
P42684,DB08054
P42684,DB08073
P42684,DB08094
P42684,DB08142
P42684,DB08300
P42684,DB08568
P42684,DB08780
P42684,DB08865
P42684,DB08877
P42684,DB08916
P42684,DB09079
P42684,DB11526
P42684,DB11663
P42684,DB11689
P42684,DB11737
P42684,DB11775
P42684,DB11828
P42684,DB11958
P42684,DB12302
P42684,DB12307
P42684,DB12429
P42684,DB12500
P42684,DB12745
P42684,DB15186
P42685,DB02567
P42685,DB04849
P42685,DB04868
P42685,DB05552
P42685,DB06314
P42685,DB06486
P42685,DB06626
P42685,DB06999
P42685,DB07159
P42685,DB07335
P42685,DB07835
P42685,DB08052
P42685,DB08053
P42685,DB08054
P42685,DB08073
P42685,DB08094
P42685,DB08142
P42685,DB08300
P42685,DB08568
P42685,DB08865
