protein_ac,drug_id
P06730,DB00877
P06730,DB09053
P06734,DB08403
P06737,DB02089
P06737,DB02964
P06737,DB03067
P06737,DB03744
P06737,DB04044
P06737,DB04216
P06737,DB07807
P06737,DB08322
P06746,DB00495
P06746,DB00943
P06746,DB02256
P06746,DB02452
P06746,DB04886
P06746,DB06817
P06746,DB07273
P06746,DB08278
P06746,DB09214
P06746,DB14038
P06746,DB14850
P06746,DB15588
P06858,DB03381
P06858,DB06281
P06870,DB03046
P06870,DB03082
P06870,DB04059
P06870,DB07974
P06870,DB12598
P06870,DB12863
P06881,DB04869
P07099,DB07496
P07101,DB01758
P07195,DB00131
P07195,DB03162
P07195,DB13044
P07202,DB11683
P07315,DB03696
P07320,DB03696
P07327,DB02481
P07327,DB03559
P07327,DB04065
P07327,DB04071
P07327,DB04105
P07327,DB14128
P07332,DB00173
P07332,DB02352
P07332,DB02424
P07332,DB02567
P07332,DB03758
P07332,DB04849
P07332,DB04868
P07332,DB05524
P07332,DB05552
P07332,DB06195
P07332,DB06314
P07332,DB06486
P07332,DB06626
P07332,DB06999
P07332,DB07159
P07332,DB07167
P07332,DB07335
P07332,DB07496
P07332,DB07835
P07332,DB08052
P07332,DB08053
P07332,DB08054
P07332,DB08073
P07332,DB08094
P07332,DB08142
P07332,DB08300
P07332,DB08568
P07332,DB08865
P07332,DB08877
P07332,DB08916
P07332,DB09079
P07332,DB11526
P07332,DB11663
P07332,DB11689
P07332,DB11828
P07332,DB11958
P07332,DB12130
P07332,DB12302
P07332,DB12307
P07332,DB12429
P07332,DB12500
P07332,DB12745
P07332,DB15186
P07333,DB02567
P07333,DB04849
P07333,DB05552
P07333,DB06195
P07333,DB06314
P07333,DB06486
P07333,DB06616
P07333,DB06626
P07333,DB06999
P07333,DB07159
P07333,DB07202
P07333,DB07266
P07333,DB07274
P07333,DB07326
P07333,DB07334
P07333,DB07335
P07333,DB07811
P07333,DB08052
P07333,DB08053
P07333,DB08054
P07333,DB08073
P07333,DB08094
P07333,DB08142
P07333,DB08300
P07333,DB08568
P07333,DB08877
P07333,DB08916
P07333,DB09053
P07333,DB09073
P07333,DB09079
P07333,DB11526
P07333,DB11663
P07333,DB11689
P07333,DB11828
P07333,DB11958
P07333,DB12064
P07333,DB12302
P07333,DB12307
P07333,DB12429
P07333,DB12500
P07333,DB12504
P07333,DB12570
P07333,DB12745
P07333,DB13093
P07333,DB14845
P07333,DB15068
P07333,DB15186
P07333,DB15294
P07339,DB00188
P07339,DB00608
P07339,DB00701
P07339,DB00932
P07339,DB02709
P07339,DB04760
P07339,DB05961
P07339,DB07827
P07339,DB11808
P07339,DB11956
P07339,DB12239
P07339,DB12285
P07339,DB12416
P07339,DB12582
P07339,DB12598
P07339,DB14038
P07339,DB15105
P07339,DB15588
P07339,DB15638
P07384,DB05102
P07384,DB07558
P07384,DB08761
P07384,DB11808
P07384,DB11956
P07384,DB12272
P07437,DB00570
P07451,DB00127
P07451,DB00188
P07451,DB00316
P07451,DB00391
P07451,DB00524
P07451,DB00619
P07451,DB00841
P07451,DB00887
P07451,DB00927
P07451,DB00936
P07451,DB01325
P07451,DB01650
P07451,DB01795
P07451,DB01880
P07451,DB02292
P07451,DB02709
P07451,DB03260
P07451,DB03566
P07451,DB03854
P07451,DB04066
P07451,DB04216
P07451,DB04815
P07451,DB04868
P07451,DB06218
P07451,DB06370
P07451,DB06795
P07451,DB06824
P07451,DB06954
P07451,DB07632
P07451,DB07767
P07451,DB08083
P07451,DB08301
P07451,DB08329
P07451,DB08782
P07451,DB08846
P07451,DB09526
P07451,DB11085
P07451,DB11390
P07451,DB12418
P07451,DB13343
P07451,DB14144
P07477,DB00694
P07477,DB00997
P07477,DB01725
P07477,DB02112
P07477,DB02288
P07477,DB02398
P07477,DB02464
P07477,DB02473
P07477,DB02744
P07477,DB02812
P07477,DB02875
P07477,DB03046
P07477,DB03082
P07477,DB03159
P07477,DB03251
P07477,DB03643
P07477,DB04059
P07477,DB04215
P07477,DB04311
P07477,DB04325
P07477,DB04410
P07477,DB05521
P07477,DB06635
P07477,DB06869
P07477,DB07076
P07477,DB07548
P07477,DB07974
P07477,DB08873
P07477,DB11617
P07477,DB13244
P07477,DB15132
P07478,DB02797
P07478,DB04360
P07550,DB00195
P07550,DB00221
P07550,DB00264
P07550,DB00413
P07550,DB00521
P07550,DB00612
P07550,DB01136
P07550,DB01193
P07550,DB01203
P07550,DB01274
P07550,DB01409
P07550,DB01446
P07550,DB03322
P07550,DB04829
P07550,DB04846
P07550,DB05695
P07550,DB06726
P07550,DB07919
P07550,DB08808
P07550,DB11399
P07550,DB11649
P07550,DB11842
P07550,DB11871
P07550,DB12206
P07550,DB12306
P07550,DB12526
P07550,DB12803
P07550,DB13530
P07550,DB13775
P07550,DB13777
P07550,DB14895
P07711,DB01858
P07711,DB04760
P07711,DB05521
P07711,DB07592
P07711,DB07827
P07711,DB07839
P07711,DB07967
P07711,DB08752
P07711,DB08873
P07711,DB11742
P07711,DB11808
P07711,DB11956
P07711,DB15638
P07814,DB13551
P07858,DB01858
P07858,DB01878
P07858,DB03608
P07858,DB05102
P07858,DB07558
P07858,DB07592
P07858,DB07839
P07858,DB11956
P07858,DB13716
P07858,DB15638
P07900,DB00171
P07900,DB01051
P07900,DB01103
P07900,DB02546
P07900,DB06937
P07900,DB07502
P07900,DB07594
P07900,DB07601
P07900,DB08356
P07900,DB12047
P07900,DB13023
P07910,DB14726
P07947,DB01809
P07947,DB02567
P07947,DB04849
P07947,DB04868
P07947,DB05075
P07947,DB05552
P07947,DB06314
P07947,DB06486
P07947,DB06626
P07947,DB06999
P07947,DB07159
P07947,DB07167
P07947,DB07335
P07947,DB07731
P07947,DB07835
P07947,DB08052
P07947,DB08053
P07947,DB08054
P07947,DB08073
P07947,DB08094
P07947,DB08142
P07947,DB08300
P07947,DB08568
P07947,DB08865
P07947,DB08877
P07947,DB08916
P07947,DB11526
P07947,DB11663
P07947,DB11689
P07947,DB11775
P07947,DB11828
P07947,DB11958
P07947,DB12180
P07947,DB12302
P07947,DB12307
P07947,DB12429
P07947,DB12500
P07947,DB12610
P07947,DB12745
P07947,DB14795
P07947,DB14943
P07947,DB15186
P07948,DB01427
P07948,DB01765
P07948,DB02567
P07948,DB04719
P07948,DB04849
P07948,DB05552
P07948,DB06314
P07948,DB06486
P07948,DB06626
P07948,DB06803
P07948,DB06944
P07948,DB06999
P07948,DB07266
P07948,DB07274
P07948,DB07352
P07948,DB07715
P07948,DB07832
P07948,DB07835
P07948,DB07854
P07948,DB07856
P07948,DB07919
P07948,DB08094
P07948,DB08142
P07948,DB08568
P07948,DB08780
P07948,DB08865
P07948,DB08877
P07948,DB08901
P07948,DB08916
P07948,DB11526
P07948,DB11663
P07948,DB11689
P07948,DB11764
P07948,DB11775
P07948,DB11778
P07948,DB11828
P07948,DB11851
P07948,DB11958
P07948,DB12174
P07948,DB12302
P07948,DB12307
P07948,DB12429
P07948,DB12500
P07948,DB12610
P07948,DB12745
P07948,DB14795
P07948,DB14943
P07948,DB15110
P07949,DB01809
P07949,DB03365
P07949,DB04216
P07949,DB06882
P07949,DB06944
P07949,DB07149
P07949,DB07266
P07949,DB07335
P07949,DB07832
P07949,DB07835
P07949,DB08300
P07949,DB08577
P07949,DB08846
P07949,DB09078
P07949,DB11694
P07949,DB11747
P07949,DB11775
P07949,DB11778
P07949,DB11986
P07949,DB12064
P07949,DB12121
P07949,DB12174
P07949,DB12369
P07949,DB12411
P07949,DB12558
P07949,DB12686
P07949,DB13093
P07949,DB14943
P07949,DB15068
P07949,DB15110
P07949,DB15186
P07998,DB03186
P07998,DB12039
P08047,DB03796
P08047,DB12622
P08047,DB13063
P08047,DB14038
P08047,DB15581
P08047,DB15588
P08069,DB00173
P08069,DB02052
P08069,DB02197
P08069,DB02352
P08069,DB02567
P08069,DB04216
P08069,DB04849
P08069,DB04868
P08069,DB05524
P08069,DB05552
P08069,DB06195
P08069,DB06314
P08069,DB06486
P08069,DB06616
P08069,DB06626
P08069,DB06896
P08069,DB06944
P08069,DB06999
P08069,DB07159
P08069,DB07167
P08069,DB07253
P08069,DB07496
P08069,DB07731
P08069,DB07835
P08069,DB07854
P08069,DB07856
P08069,DB08052
P08069,DB08053
P08069,DB08054
P08069,DB08073
P08069,DB08142
P08069,DB08568
P08069,DB08780
P08069,DB08846
P08069,DB08875
P08069,DB08877
P08069,DB11526
P08069,DB11663
P08069,DB11689
P08069,DB11694
P08069,DB11907
P08069,DB11958
P08069,DB11986
P08069,DB12267
P08069,DB12302
P08069,DB12307
P08069,DB12369
P08069,DB12429
P08069,DB12500
P08069,DB12610
P08069,DB12686
P08069,DB12745
P08069,DB14943
P08069,DB15186
P08138,DB01931
P08138,DB11937
P08151,DB08036
P08151,DB09214
P08172,DB00184
P08172,DB00334
P08172,DB00363
P08172,DB00502
P08172,DB00734
P08172,DB00810
P08172,DB00981
P08172,DB00986
P08172,DB01224
P08172,DB01238
P08172,DB01446
P08172,DB01591
P08172,DB06652
P08172,DB08801
P08172,DB11186
P08172,DB11399
P08172,DB11742
P08172,DB11804
P08172,DB12206
P08172,DB12306
P08172,DB12848
P08172,DB12900
P08172,DB13520
P08172,DB14870
P08172,DB14949
P08173,DB00184
P08173,DB00246
P08173,DB00477
P08173,DB00496
P08173,DB00502
P08173,DB00810
P08173,DB01036
P08173,DB01062
P08173,DB01085
P08173,DB01446
P08173,DB01591
P08173,DB04872
P08173,DB06288
P08173,DB06709
P08173,DB08801
P08173,DB09225
P08173,DB11399
P08173,DB13520
P08183,DB00318
P08183,DB00381
P08183,DB00508
P08183,DB00762
P08183,DB00831
P08183,DB00950
P08183,DB00951
P08183,DB01051
P08183,DB01118
P08183,DB01645
P08183,DB01852
P08183,DB01873
P08183,DB03322
P08183,DB03467
P08183,DB04216
P08183,DB05109
P08183,DB05239
P08183,DB05983
P08183,DB07352
P08183,DB07453
P08183,DB07776
P08183,DB08517
P08183,DB09239
P08183,DB12139
P08183,DB12228
P08183,DB12424
P08183,DB12533
P08183,DB12582
P08183,DB12649
P08183,DB14068
P08183,DB15579
P08183,DB15581
P08185,DB07702
P08235,DB00588
P08235,DB00717
P08235,DB00741
P08235,DB01586
P08235,DB02901
P08235,DB04652
P08235,DB05234
P08235,DB11429
P08235,DB11619
P08235,DB12221
P08235,DB12253
P08235,DB12280
P08235,DB13169
P08235,DB13533
P08235,DB13563
P08235,DB14013
P08235,DB14014
P08235,DB14875
P08235,DB15023
P08235,DB15367
P08236,DB00945
P08236,DB04216
P08238,DB00171
P08238,DB00173
P08238,DB02375
P08238,DB02550
P08238,DB02840
P08238,DB03749
P08238,DB04588
P08238,DB06956
P08238,DB06957
P08238,DB06964
P08238,DB06969
P08238,DB07317
P08238,DB07495
P08238,DB07601
P08238,DB08786
P08238,DB08787
P08238,DB08788
P08238,DB08789
P08238,DB12047
P08238,DB12116
P08246,DB00766
P08246,DB01683
P08246,DB05102
P08246,DB06962
P08246,DB11994
P08246,DB12107
P08246,DB13174
P08253,DB00173
P08253,DB00188
P08253,DB00233
P08253,DB00694
P08253,DB00720
P08253,DB00744
P08253,DB00746
P08253,DB00755
P08253,DB00819
P08253,DB00878
P08253,DB00936
P08253,DB00997
P08253,DB01133
P08253,DB01197
P08253,DB01296
P08253,DB01630
P08253,DB01672
P08253,DB01759
P08253,DB01796
P08253,DB01880
P08253,DB02232
P08253,DB02350
P08253,DB02365
P08253,DB02367
P08253,DB02428
P08253,DB02543
P08253,DB02839
P08253,DB03367
P08253,DB03946
P08253,DB04267
P08253,DB04310
P08253,DB04368
P08253,DB04744
P08253,DB04745
P08253,DB04761
P08253,DB05076
P08253,DB06573
P08253,DB06945
P08253,DB06971
P08253,DB07013
P08253,DB07233
P08253,DB07290
P08253,DB07390
P08253,DB07536
P08253,DB07556
P08253,DB07610
P08253,DB07818
P08253,DB07988
P08253,DB08451
P08253,DB08489
P08253,DB08493
P08253,DB08507
P08253,DB08797
P08253,DB11359
P08253,DB11617
P08253,DB11808
P08253,DB11956
P08253,DB12116
P08253,DB12179
P08253,DB12420
P08253,DB13644
P08253,DB14078
P08254,DB00150
P08254,DB00173
P08254,DB00188
P08254,DB00233
P08254,DB00254
P08254,DB00720
P08254,DB00759
P08254,DB01005
P08254,DB01672
P08254,DB01759
P08254,DB01796
P08254,DB01924
P08254,DB02232
P08254,DB02350
P08254,DB02365
P08254,DB02367
P08254,DB02428
P08254,DB02449
P08254,DB02543
P08254,DB02839
P08254,DB03225
P08254,DB03367
P08254,DB03368
P08254,DB03622
P08254,DB03946
P08254,DB04140
P08254,DB04267
P08254,DB04310
P08254,DB04368
P08254,DB04744
P08254,DB04745
P08254,DB04761
P08254,DB06573
P08254,DB06945
P08254,DB06971
P08254,DB07290
P08254,DB07610
P08254,DB08451
P08254,DB08489
P08254,DB08493
P08254,DB08507
P08254,DB11102
P08254,DB11145
P08254,DB11359
P08254,DB11808
P08254,DB11956
P08254,DB12149
P08254,DB12179
P08254,DB13644
P08263,DB00291
P08263,DB00903
P08263,DB01008
P08263,DB01456
P08263,DB08398
P08311,DB01878
P08311,DB04459
P08311,DB06962
P08311,DB07715
P08311,DB08889
P08311,DB11808
P08311,DB11994
P08311,DB13174
P08311,DB15638
P08319,DB02481
P08319,DB03559
P08319,DB04065
P08319,DB04105
P08473,DB00188
P08473,DB00886
P08473,DB01197
P08473,DB01261
P08473,DB04310
P08473,DB04368
P08473,DB07290
P08473,DB08040
P08473,DB11623
P08473,DB11956
P08575,DB00630
P08575,DB02622
P08575,DB02651
P08575,DB02662
P08575,DB02827
P08575,DB03102
P08575,DB03670
P08575,DB04001
P08575,DB04088
P08575,DB04204
P08575,DB05686
P08575,DB07610
P08575,DB11091
P08575,DB15579
P08581,DB00171
P08581,DB01427
P08581,DB02546
P08581,DB03285
P08581,DB03823
P08581,DB04216
P08581,DB05524
P08581,DB06075
P08581,DB06195
P08581,DB06334
P08581,DB06944
P08581,DB07149
P08581,DB07235
P08581,DB07266
P08581,DB07274
P08581,DB07835
P08581,DB07854
P08581,DB07856
P08581,DB08577
P08581,DB08780
P08581,DB08846
P08581,DB09330
P08581,DB11363
P08581,DB11778
P08581,DB11986
P08581,DB12039
P08581,DB12241
P08581,DB12267
P08581,DB12302
P08581,DB12369
P08581,DB12411
P08581,DB12610
P08581,DB12686
P08581,DB13048
P08581,DB13104
P08581,DB14943
P08581,DB15036
P08581,DB15068
P08581,DB15110
P08581,DB15186
P08581,DB15399
P08588,DB00235
P08588,DB00612
P08588,DB00692
P08588,DB00841
P08588,DB00988
P08588,DB00999
P08588,DB01001
P08588,DB01193
P08588,DB01203
P08588,DB01297
P08588,DB01427
P08588,DB01580
P08588,DB04829
P08588,DB04846
P08588,DB04880
P08588,DB06726
P08588,DB07919
P08588,DB08808
P08588,DB11399
P08588,DB11450
P08588,DB11649
P08588,DB12082
P08588,DB12206
P08588,DB12306
P08588,DB12313
P08588,DB12803
P08588,DB13316
P08588,DB13530
P08588,DB13775
P08588,DB14895
P08631,DB02567
P08631,DB04849
P08631,DB05552
P08631,DB06314
P08631,DB06486
P08631,DB06626
P08631,DB06999
P08631,DB07159
P08631,DB07835
P08631,DB07854
P08631,DB07856
P08631,DB08073
P08631,DB08094
P08631,DB08142
P08631,DB08568
P08631,DB08780
P08631,DB08865
P08631,DB08877
P08631,DB08916
P08631,DB11526
P08631,DB11663
P08631,DB11689
P08631,DB11828
P08631,DB11958
P08631,DB12302
P08631,DB12307
P08631,DB12369
P08631,DB12429
P08631,DB12500
P08631,DB12745
P08631,DB14943
P08631,DB15186
P08684,DB00163
P08684,DB00188
P08684,DB00203
P08684,DB00216
P08684,DB00246
P08684,DB00264
P08684,DB00280
P08684,DB00307
P08684,DB00317
P08684,DB00320
P08684,DB00346
P08684,DB00361
P08684,DB00362
P08684,DB00404
P08684,DB00421
P08684,DB00448
P08684,DB00455
P08684,DB00468
P08684,DB00482
P08684,DB00514
P08684,DB00518
P08684,DB00576
P08684,DB00582
P08684,DB00588
P08684,DB00593
P08684,DB00625
P08684,DB00674
P08684,DB00696
P08684,DB00717
P08684,DB00741
P08684,DB00763
P08684,DB00802
P08684,DB00813
P08684,DB00820
P08684,DB00836
P08684,DB00850
P08684,DB00862
P08684,DB00872
P08684,DB00877
P08684,DB00904
P08684,DB00906
P08684,DB00909
P08684,DB00932
P08684,DB00938
P08684,DB00959
P08684,DB00966
P08684,DB00980
P08684,DB01011
P08684,DB01015
P08684,DB01023
P08684,DB01030
P08684,DB01035
P08684,DB01058
P08684,DB01059
P08684,DB01065
P08684,DB01067
P08684,DB01098
P08684,DB01105
P08684,DB01126
P08684,DB01127
P08684,DB01129
P08684,DB01138
P08684,DB01157
P08684,DB01184
P08684,DB01200
P08684,DB01201
P08684,DB01218
P08684,DB01221
P08684,DB01224
P08684,DB01227
P08684,DB01229
P08684,DB01268
P08684,DB01319
P08684,DB01590
P08684,DB01628
P08684,DB01698
P08684,DB02169
P08684,DB02424
P08684,DB03044
P08684,DB04839
P08684,DB04841
P08684,DB04872
P08684,DB05015
P08684,DB05490
P08684,DB05562
P08684,DB05676
P08684,DB05984
P08684,DB06176
P08684,DB06188
P08684,DB06280
P08684,DB06311
P08684,DB06345
P08684,DB06442
P08684,DB06448
P08684,DB06494
P08684,DB06518
P08684,DB06685
P08684,DB06697
P08684,DB06817
P08684,DB06962
P08684,DB06985
P08684,DB06991
P08684,DB07059
P08684,DB07138
P08684,DB07149
P08684,DB07174
P08684,DB07234
P08684,DB07474
P08684,DB07517
P08684,DB07609
P08684,DB07617
P08684,DB07624
P08684,DB07642
P08684,DB07835
P08684,DB07856
P08684,DB08051
P08684,DB08162
P08684,DB08278
P08684,DB08384
P08684,DB08386
P08684,DB08424
P08684,DB08502
P08684,DB08588
P08684,DB08811
P08684,DB08820
P08684,DB08828
P08684,DB08889
P08684,DB08903
P08684,DB08922
P08684,DB08934
P08684,DB09017
P08684,DB09031
P08684,DB09063
P08684,DB09065
P08684,DB09194
P08684,DB09227
P08684,DB09280
P08684,DB11274
P08684,DB11611
P08684,DB11658
P08684,DB11663
P08684,DB11671
P08684,DB11675
P08684,DB11717
P08684,DB11742
P08684,DB11751
P08684,DB11757
P08684,DB11760
P08684,DB11798
P08684,DB11804
P08684,DB11818
P08684,DB11829
P08684,DB11830
P08684,DB11841
P08684,DB11853
P08684,DB11878
P08684,DB11903
P08684,DB11910
P08684,DB11946
P08684,DB11956
P08684,DB11978
P08684,DB11989
P08684,DB12010
P08684,DB12011
P08684,DB12015
P08684,DB12059
P08684,DB12096
P08684,DB12113
P08684,DB12121
P08684,DB12148
P08684,DB12179
P08684,DB12183
P08684,DB12184
P08684,DB12206
P08684,DB12253
P08684,DB12270
P08684,DB12318
P08684,DB12345
P08684,DB12357
P08684,DB12402
P08684,DB12433
P08684,DB12462
P08684,DB12523
P08684,DB12526
P08684,DB12591
P08684,DB12597
P08684,DB12622
P08684,DB12625
P08684,DB12686
P08684,DB12696
P08684,DB12796
P08684,DB12819
P08684,DB12875
P08684,DB12877
P08684,DB12889
P08684,DB12897
P08684,DB12923
P08684,DB12929
P08684,DB12933
P08684,DB12945
P08684,DB12960
P08684,DB12973
P08684,DB13014
P08684,DB13050
P08684,DB13066
P08684,DB13358
P08684,DB13867
P08684,DB13978
P08684,DB14038
P08684,DB14094
P08684,DB14766
P08684,DB14785
P08684,DB14795
P08684,DB14799
P08684,DB14845
P08684,DB14856
P08684,DB14875
P08684,DB14894
P08684,DB14895
P08684,DB14949
P08684,DB14950
P08684,DB14961
P08684,DB14998
P08684,DB15068
P08684,DB15132
P08684,DB15143
P08684,DB15193
P08684,DB15197
P08684,DB15206
P08684,DB15291
P08684,DB15299
P08684,DB15323
P08684,DB15358
P08684,DB15403
P08684,DB15406
P08684,DB15408
P08684,DB15450
P08684,DB15489
P08684,DB15490
P08684,DB15581
P08684,DB15669
P08686,DB05812
P08686,DB12415
P08709,DB00188
P08709,DB00594
P08709,DB03159
P08709,DB04459
P08709,DB06962
P08709,DB08174
P08709,DB08232
P08709,DB11808
P08709,DB11956
P08709,DB13616
P08842,DB00655
P08842,DB01006
P08842,DB01217
P08842,DB01406
P08842,DB06597
P08842,DB07596
P08842,DB08416
P08842,DB13767
P08865,DB12116
P08908,DB00268
P08908,DB00382
P08908,DB00398
P08908,DB00408
P08908,DB00409
P08908,DB00543
P08908,DB00571
P08908,DB00575
P08908,DB00692
P08908,DB00829
P08908,DB00831
P08908,DB00904
P08908,DB00952
P08908,DB00998
P08908,DB01149
P08908,DB01171
P08908,DB01186
P08908,DB01200
P08908,DB01233
P08908,DB01267
P08908,DB01445
P08908,DB01484
P08908,DB01488
P08908,DB01579
P08908,DB04864
P08908,DB04872
P08908,DB04873
P08908,DB04948
P08908,DB05511
P08908,DB06016
P08908,DB06144
P08908,DB06288
P08908,DB06477
P08908,DB07919
P08908,DB09203
P08908,DB09225
P08908,DB11399
P08908,DB11649
P08908,DB11699
P08908,DB11725
P08908,DB11742
P08908,DB11808
P08908,DB12110
P08908,DB12111
P08908,DB12206
P08908,DB12306
P08908,DB12465
P08908,DB12661
P08908,DB12680
P08908,DB12702
P08908,DB12725
P08908,DB12885
P08912,DB00184
P08912,DB00334
P08912,DB00363
P08912,DB00496
P08912,DB00734
P08912,DB01036
P08912,DB01062
P08912,DB01224
P08912,DB01238
P08912,DB01446
P08912,DB01591
P08912,DB04872
P08912,DB08801
P08913,DB00408
P08913,DB00543
P08913,DB00590
P08913,DB00964
P08913,DB00988
P08913,DB01064
P08913,DB01238
P08913,DB01698
P08913,DB03468
P08913,DB07919
P08913,DB08550
P08913,DB08950
P08913,DB11428
P08913,DB11725
P08913,DB12306
P08913,DB13520
P08913,DB14068
P08922,DB02567
P08922,DB04849
P08922,DB04868
P08922,DB05524
P08922,DB05552
P08922,DB06195
P08922,DB06314
P08922,DB06486
P08922,DB06616
P08922,DB06626
P08922,DB06999
P08922,DB07159
P08922,DB07335
P08922,DB07835
P08922,DB08052
P08922,DB08053
P08922,DB08054
P08922,DB08073
P08922,DB08094
P08922,DB08142
P08922,DB08300
P08922,DB08568
P08922,DB08877
P08922,DB08916
P08922,DB09079
P08922,DB11526
P08922,DB11663
P08922,DB11689
P08922,DB11828
P08922,DB11958
P08922,DB12267
P08922,DB12302
P08922,DB12429
P08922,DB12500
P08922,DB12745
P08922,DB15110
P08922,DB15186
P09211,DB00163
P09211,DB00291
P09211,DB04572
P09211,DB05983
P09211,DB08846
P09237,DB00188
P09237,DB02350
P09237,DB02367
P09237,DB03368
P09237,DB04140
P09237,DB04310
P09237,DB04368
P09237,DB04761
P09237,DB06945
P09237,DB07713
P09237,DB07772
P09237,DB07926
P09237,DB08029
P09237,DB08271
P09237,DB08403
P09237,DB08489
P09237,DB08493
P09237,DB08507
P09237,DB11808
P09237,DB11956
P09237,DB12116
P09237,DB12149
P09238,DB00786
P09238,DB04761
P09382,DB04046
P09382,DB04681
P09467,DB05518
P09467,DB07270
P09467,DB07312
P09467,DB08484
P09619,DB00640
P09619,DB02567
P09619,DB04186
P09619,DB04849
P09619,DB05552
P09619,DB06314
P09619,DB06486
P09619,DB06616
P09619,DB06626
P09619,DB06803
P09619,DB06999
P09619,DB07159
P09619,DB07266
P09619,DB07334
P09619,DB07335
P09619,DB07835
P09619,DB08052
P09619,DB08053
P09619,DB08054
P09619,DB08073
P09619,DB08094
P09619,DB08142
P09619,DB08300
P09619,DB08424
P09619,DB08568
P09619,DB08846
P09619,DB08877
P09619,DB08896
P09619,DB08916
P09619,DB09053
P09619,DB09073
P09619,DB09330
P09619,DB11526
P09619,DB11689
P09619,DB11694
P09619,DB11741
P09619,DB11747
P09619,DB11805
P09619,DB11828
P09619,DB11986
P09619,DB12241
P09619,DB12270
P09619,DB12302
P09619,DB12429
P09619,DB12500
P09619,DB12610
P09619,DB12745
P09619,DB13019
P09619,DB13093
P09619,DB14680
P09619,DB14840
P09619,DB15068
P09619,DB15186
P09619,DB15233
P09668,DB00188
P09668,DB03837
P09668,DB06670
P09668,DB07592
P09668,DB07593
P09668,DB11808
P09668,DB11956
P09668,DB15638
P09769,DB01765
P09769,DB02567
P09769,DB04719
P09769,DB04849
P09769,DB04868
P09769,DB05552
P09769,DB06314
P09769,DB06486
P09769,DB06626
P09769,DB06999
P09769,DB07159
P09769,DB07167
P09769,DB07274
P09769,DB07335
P09769,DB07352
P09769,DB07715
P09769,DB07835
P09769,DB08052
P09769,DB08053
P09769,DB08054
P09769,DB08073
P09769,DB08094
P09769,DB08142
P09769,DB08300
P09769,DB08568
P09769,DB08877
P09769,DB08916
P09769,DB09063
P09769,DB11526
P09769,DB11663
P09769,DB11689
P09769,DB11828
P09769,DB11958
P09769,DB12302
P09769,DB12307
P09769,DB12429
P09769,DB12500
P09769,DB12745
P09769,DB15186
P09848,DB00419
P09848,DB00491
P09848,DB03206
P09848,DB05018
P09848,DB14872
P09871,DB02018
P09874,DB02054
P09874,DB02690
P09874,DB03073
P09874,DB04010
P09874,DB07352
P09874,DB07787
P09874,DB12900
P09884,DB00529
P09884,DB00787
P09884,DB03222
P09884,DB04540
P09884,DB07273
P09884,DB08278
P09917,DB00173
P09917,DB00233
P09917,DB00551
P09917,DB00788
P09917,DB00920
P09917,DB00936
P09917,DB01009
P09917,DB01037
P09917,DB01171
P09917,DB01243
P09917,DB01672
P09917,DB01759
P09917,DB01796
P09917,DB01852
P09917,DB02224
P09917,DB02232
P09917,DB02365
P09917,DB02428
P09917,DB02543
P09917,DB02546
P09917,DB02565
P09917,DB02839
P09917,DB03946
P09917,DB04267
P09917,DB04744
P09917,DB04745
P09917,DB04818
P09917,DB05431
P09917,DB06346
P09917,DB07352
P09917,DB07610
P09917,DB07776
P09917,DB08100
P09917,DB08451
P09917,DB11145
P09917,DB11157
P09917,DB11259
P09917,DB11359
P09917,DB11466
P09917,DB11658
P09917,DB11671
P09917,DB12897
P09917,DB13644
P09917,DB14060
P09917,DB15581
P09917,DB15584
P09923,DB00149
P09923,DB00150
P09923,DB00277
P09923,DB03974
P09936,DB00170
P09958,DB04760
P09958,DB07827
P09958,DB15624
P09960,DB00744
P09960,DB04905
P09960,DB06346
P09960,DB07102
P09960,DB07104
P0C1S8,DB00317
P0C1S8,DB00530
P0C1S8,DB00619
P0C1S8,DB01259
P0C1S8,DB02010
P0C1S8,DB02567
P0C1S8,DB03044
P0C1S8,DB03496
P0C1S8,DB04849
P0C1S8,DB04868
P0C1S8,DB04879
P0C1S8,DB05294
P0C1S8,DB05424
P0C1S8,DB05552
P0C1S8,DB05575
P0C1S8,DB05928
P0C1S8,DB05969
P0C1S8,DB05984
P0C1S8,DB06314
P0C1S8,DB06486
P0C1S8,DB06589
P0C1S8,DB06626
P0C1S8,DB06999
P0C1S8,DB07138
P0C1S8,DB07159
P0C1S8,DB08094
P0C1S8,DB08142
P0C1S8,DB08568
P0C1S8,DB08865
P0C1S8,DB08877
P0C1S8,DB08895
P0C1S8,DB08916
P0C1S8,DB09079
P0C1S8,DB11526
P0C1S8,DB11663
P0C1S8,DB11689
P0C1S8,DB11828
P0C1S8,DB11829
P0C1S8,DB11958
P0C1S8,DB12307
P0C1S8,DB12429
P0C1S8,DB12500
P0C1S8,DB12745
P0C1S8,DB13061
P0C264,DB00317
P0C264,DB00530
P0C264,DB00619
P0C264,DB01254
P0C264,DB01259
P0C264,DB02010
P0C264,DB02567
P0C264,DB03044
P0C264,DB03496
P0C264,DB04849
P0C264,DB04868
P0C264,DB04879
P0C264,DB05294
P0C264,DB05424
P0C264,DB05552
P0C264,DB05575
P0C264,DB05928
P0C264,DB05969
P0C264,DB05984
P0C264,DB06314
P0C264,DB06486
P0C264,DB06589
P0C264,DB06616
P0C264,DB06626
P0C264,DB06999
