drug_id,entrez_id
DB00917,11251
DB00917,5731
DB00917,5732
DB00917,5733
DB00917,5734
DB00918,3351
DB00918,3352
DB00920,3269
DB00920,5226
DB00921,4985
DB00921,4986
DB00921,4987
DB00921,4988
DB00922,3764
DB00922,3767
DB00922,5139
DB00922,7134
DB00924,316
DB00924,3356
DB00924,3357
DB00924,3358
DB00924,3362
DB00924,3363
DB00924,6530
DB00924,6532
DB00924,7099
DB00925,146
DB00925,147
DB00925,148
DB00925,150
DB00925,151
DB00925,152
DB00925,154
DB00925,801
DB00926,5914
DB00926,5915
DB00926,5916
DB00926,6256
DB00926,6257
DB00926,6258
DB00927,3274
DB00928,1786
DB00929,5731
DB00929,5732
DB00929,5733
DB00929,5734
DB00933,1813
DB00933,3356
DB00934,1128
DB00934,1129
DB00934,1131
DB00934,1132
DB00934,1133
DB00934,146
DB00934,147
DB00934,148
DB00934,150
DB00934,151
DB00934,152
DB00934,1813
DB00934,3269
DB00934,3356
DB00934,3358
DB00934,3363
DB00934,6530
DB00935,146
DB00935,147
DB00935,148
DB00935,150
DB00935,151
DB00935,152
DB00936,1645
DB00936,5742
DB00936,5743
DB00937,6530
DB00937,6531
DB00938,153
DB00938,154
DB00938,155
DB00939,240
DB00939,3785
DB00939,3786
DB00939,5742
DB00939,5743
DB00940,1128
DB00940,1129
DB00940,1131
DB00940,1132
DB00940,1133
DB00940,3274
DB00941,590
DB00942,1128
DB00944,43
DB00944,590
DB00945,1645
DB00945,1909
DB00945,225689
DB00945,3309
DB00945,3551
DB00945,4609
DB00945,4792
DB00945,5111
DB00945,51422
DB00945,53632
DB00945,5562
DB00945,5563
DB00945,5564
DB00945,5565
DB00945,5571
DB00945,5594
DB00945,5595
DB00945,5596
DB00945,5597
DB00945,5598
DB00945,5742
DB00945,5743
DB00945,595
DB00945,6197
DB00945,7130
DB00945,7157
DB00945,834
DB00945,836
DB00946,79001
DB00947,2099
DB00949,2903
DB00949,2904
DB00950,3269
DB00951,1544
DB00951,1557
DB00951,1558
DB00951,1576
DB00952,3350
DB00952,3351
DB00952,3352
DB00952,3355
DB00953,3351
DB00953,3352
DB00953,3355
DB00956,10280
DB00956,4985
DB00956,4988
DB00957,2099
DB00957,367
DB00957,5241
DB00959,2908
DB00959,301
DB00960,153
DB00960,154
DB00960,155
DB00960,3350
DB00960,3351
DB00961,6336
DB00962,2554
DB00963,5742
DB00963,5743
DB00964,148
DB00964,150
DB00964,151
DB00966,185
DB00966,5468
DB00967,3269
DB00968,150
DB00968,1644
DB00969,3359
DB00970,7153
DB00970,7155
DB00972,3269
DB00972,3274
DB00972,4056
DB00972,5319
DB00973,290
DB00973,29881
DB00973,6646
DB00975,100
DB00975,10846
DB00975,1827
DB00975,5004
DB00975,5141
DB00975,8654
DB00977,2099
DB00977,8856
DB00978,7153
DB00979,1128
DB00980,4543
DB00980,4544
DB00981,1137
DB00981,1141
DB00981,43
DB00982,5914
DB00982,5916
DB00983,153
DB00983,154
DB00983,155
DB00984,367
DB00985,3269
DB00986,1128
DB00986,1129
DB00986,1131
DB00987,5423
DB00988,1621
DB00988,1813
DB00988,1814
DB00988,1815
DB00988,3350
DB00988,3359
DB00988,3363
DB00988,6530
DB00988,6531
DB00988,6532
DB00988,6571
DB00988,6647
DB00988,9177
DB00989,43
DB00989,590
DB00990,1588
DB00991,5742
DB00991,5743
DB00993,5879
DB00994,846
DB00995,25824
DB00995,3551
DB00996,
DB00996,134
DB00996,3786
DB00996,56479
DB00996,774
DB00996,781
DB00996,9254
DB00997,7153
DB00997,9221
DB00998,3351
DB00998,3352
DB00999,3778
DB00999,6559
DB01001,153
DB01001,154
DB01001,155
DB01002,6336
DB01003,6286
DB01005,6240
DB01006,1588
DB01007,1595
DB01009,3577
DB01009,5742
DB01009,5743
DB01010,43
DB01010,590
DB01011,1584
DB01012,846
DB01013,2908
DB01013,301
DB01013,4306
DB01014,240
DB01014,5468
DB01014,5742
DB01014,5743
DB01016,10060
DB01016,1080
DB01016,1374
DB01016,19
DB01016,3764
DB01016,54795
DB01016,6833
DB01016,8647
DB01017,1432
DB01017,225689
DB01017,240
DB01017,3553
DB01017,4318
DB01017,4843
DB01017,54205
DB01017,5594
DB01017,5595
DB01017,5596
DB01017,5597
DB01017,5598
DB01017,5599
DB01017,5600
DB01017,5601
DB01017,5602
DB01017,5603
DB01017,6300
DB01017,7422
DB01017,834
DB01017,836
DB01018,150
DB01018,151
DB01019,1128
DB01019,1129
DB01019,1131
DB01019,1132
DB01020,2977
DB01021,476
DB01021,6559
DB01021,759
DB01021,760
DB01021,762
DB01022,2677
DB01022,632
DB01023,4306
DB01023,5136
DB01023,5153
DB01023,7125
DB01023,7134
DB01023,775
DB01023,776
DB01023,779
DB01023,781
DB01023,783
DB01023,801
DB01023,8912
DB01023,9254
DB01024,3614
DB01024,3615
DB01025,2246
DB01025,3562
DB01025,6283
DB01025,6284
DB01026,1586
DB01026,1589
DB01026,367
DB01026,3757
DB01026,8856
DB01026,9970
DB01028,2555
DB01028,2556
DB01028,2557
DB01028,2558
DB01028,2559
DB01028,2560
DB01028,2561
DB01028,2562
DB01028,2563
DB01028,2564
DB01028,2565
DB01028,2566
DB01028,2567
DB01028,2568
DB01028,27032
DB01028,2741
DB01028,2890
DB01028,3736
DB01028,4535
DB01028,55879
DB01029,185
DB01029,3725
DB01030,116447
DB01030,7150
DB01031,759
DB01031,760
DB01032,24145
DB01032,50833
DB01032,55867
DB01032,9356
DB01032,9376
DB01033,3251
DB01033,3614
DB01033,3615
DB01033,5471
DB01034,2194
DB01035,1786
DB01035,3757
DB01035,6331
DB01036,1128
DB01036,1129
DB01036,1131
DB01036,1132
DB01036,1133
DB01037,4128
DB01037,4129
DB01038,1812
DB01038,1813
DB01038,1816
DB01039,5465
DB01039,64386
DB01039,8856
DB01041,2263
DB01041,4790
DB01041,5004
DB01041,5005
DB01041,51185
DB01041,5743
DB01041,7124
DB01043,116443
DB01043,116444
DB01043,1813
DB01043,2554
DB01043,2555
DB01043,2556
DB01043,2557
DB01043,2558
DB01043,2559
DB01043,2560
DB01043,2561
DB01043,2562
DB01043,2563
DB01043,2564
DB01043,2565
DB01043,2566
DB01043,2567
DB01043,2568
DB01043,2741
DB01043,2742
DB01043,2743
DB01043,2903
DB01043,2904
DB01043,2905
DB01043,2906
DB01043,3359
DB01043,55879
DB01043,8001
DB01045,8856
DB01046,1181
DB01047,2908
DB01047,6608
DB01048,3106
DB01049,146
DB01049,147
DB01049,148
DB01049,150
DB01049,151
DB01049,152
DB01049,153
DB01049,154
DB01049,155
DB01049,170572
DB01049,1812
DB01049,1813
DB01049,1814
DB01049,1815
DB01049,1816
DB01049,200909
DB01049,285242
DB01049,3350
DB01049,3351
DB01049,3352
DB01049,3354
DB01049,3355
DB01049,3356
DB01049,3357
DB01049,3358
DB01049,3359
DB01049,3360
DB01049,3362
DB01049,3363
DB01049,9177
DB01050,1080
DB01050,2169
DB01050,2811
DB01050,5465
DB01050,5468
DB01050,5742
DB01050,5743
DB01050,596
DB01050,6278
DB01050,7056
DB01053,6564
DB01053,6565
DB01053,9376
DB01054,775
DB01054,776
DB01054,779
DB01054,781
DB01054,783
DB01054,8912
DB01054,9254
DB01055,6347
DB01055,6470
DB01055,7299
DB01056,6331
DB01057,590
DB01059,7153
DB01062,1128
DB01062,1129
DB01062,1131
DB01063,1813
DB01063,367
DB01064,153
DB01064,154
DB01064,155
DB01064,5295
DB01064,5296
DB01064,5594
DB01064,6647
DB01064,8503
DB01065,
DB01065,2099
DB01065,4353
DB01065,438
DB01065,4543
DB01065,4544
DB01065,4835
DB01065,801
DB01065,811
DB01065,8288
DB01067,5468
DB01067,6833
DB01068,2557
DB01068,2559
DB01068,2560
DB01068,2561
DB01068,2562
DB01068,2563
DB01068,2564
DB01068,2568
DB01068,55879
DB01068,8856
DB01069,1128
DB01069,11280
DB01069,1129
DB01069,1131
DB01069,1132
DB01069,1133
DB01069,146
DB01069,147
DB01069,148
DB01069,150
DB01069,151
DB01069,152
DB01069,1813
DB01069,3269
DB01069,3274
DB01069,6323
DB01069,6326
DB01069,6328
DB01069,6329
DB01069,6331
DB01069,6332
DB01069,6334
DB01069,6335
DB01069,6336
DB01069,801
DB01070,7421
DB01071,3269
DB01073,1633
DB01073,5422
DB01073,6240
DB01074,1374
DB01074,1376
DB01074,3757
DB01075,1129
DB01075,3269
DB01076,1803
DB01076,196
DB01076,3066
DB01076,3156
DB01076,9970
DB01077,291
DB01077,292
DB01077,293
DB01077,523
DB01077,5802
DB01078,476
DB01079,3356
DB01079,3357
DB01079,3358
DB01079,3360
DB01080,18
DB01081,4985
DB01081,4988
DB01082,23569
DB01083,2194
DB01083,5406
DB01083,8513
DB01084,3269
DB01085,1128
DB01085,1129
DB01085,1131
DB01085,1132
DB01086,6336
DB01087,3855
DB01087,4835
DB01088,11251
DB01088,5141
DB01088,5142
DB01088,5143
DB01088,5144
DB01088,5327
DB01088,5731
DB01088,5739
DB01089,6571
DB01090,1136
DB01090,1143
DB01090,57053
DB01091,6713
DB01092,476
DB01092,477
DB01092,478
DB01094,4547
DB01094,6462
DB01094,6646
DB01094,8435
DB01095,3066
DB01095,3156
DB01097,1723
DB01097,196
DB01097,2185
DB01098,3156
DB01098,3683
DB01099,1786
DB01100,1813
DB01100,1814
DB01100,3757
DB01100,801
DB01101,7298
DB01102,153
DB01102,154
DB01102,155
DB01103,5321
DB01103,5334
DB01103,8398
DB01104,10280
DB01104,10857
DB01104,222962
DB01104,6530
DB01104,6531
DB01104,6532
DB01105,6530
DB01105,6531
DB01105,6532
DB01106,23620
DB01106,3269
DB01107,2555
DB01107,2556
DB01107,2557
DB01107,2558
DB01107,2559
DB01107,2560
DB01107,2561
DB01107,2562
DB01107,2563
DB01107,2564
DB01107,2565
DB01107,2566
DB01107,2567
DB01107,2568
DB01107,55879
DB01108,2099
DB01108,2100
DB01108,3283
DB01108,3284
DB01109,2159
DB01109,2246
DB01109,2247
DB01109,2249
DB01109,2260
DB01109,2263
DB01109,2264
DB01109,3082
DB01109,462
DB01109,5196
DB01109,6403
DB01109,9965
DB01110,10242
DB01110,27094
DB01110,27345
DB01110,3759
DB01110,3761
DB01110,3768
DB01110,3770
DB01110,3778
DB01110,3779
DB01110,3780
DB01110,3781
DB01110,3782
DB01110,3783
DB01110,4843
DB01110,4846
DB01110,775
DB01110,776
DB01110,778
DB01110,779
DB01110,782
DB01110,783
DB01110,784
DB01110,785
DB01110,8856
DB01113,10846
DB01113,5142
DB01114,3269
DB01114,6530
DB01114,6531
DB01114,6532
DB01115,3752
DB01115,775
DB01115,776
DB01115,779
DB01115,783
DB01115,801
DB01115,8856
DB01115,8911
DB01115,8912
DB01115,8913
DB01116,57053
DB01117,1723
DB01118,133522
DB01118,153
DB01118,154
DB01118,155
DB01118,3757
DB01118,5465
DB01118,5468
DB01118,775
DB01118,776
DB01118,778
DB01118,779
DB01118,782
DB01118,783
DB01118,784
DB01118,785
DB01118,81033
DB01118,8911
DB01118,90134
DB01119,3767
DB01119,3778
DB01119,476
DB01119,759
DB01119,760
DB01120,6833
DB01120,7422
DB01121,6323
DB01122,43
DB01123,2147
DB01124,3758
DB01124,6833
DB01125,2677
DB01126,6715
DB01126,6716
DB01127,8856
DB01128,367
DB01129,495
DB01130,2908
DB01131,1719
DB01132,4129
DB01132,5468
DB01133,10312
DB01133,127124
DB01133,155066
DB01133,23545
DB01133,245972
DB01133,245973
DB01133,50617
DB01133,51382
DB01133,51606
DB01133,523
DB01133,525
DB01133,526
DB01133,527
DB01133,528
DB01133,529
DB01133,533
DB01133,534
DB01133,535
DB01133,537
DB01133,5777
DB01133,5782
DB01133,5791
DB01133,8992
DB01133,90423
DB01133,9114
DB01133,9296
DB01133,9550
DB01134,4306
DB01135,1129
DB01135,1135
DB01136,150
DB01136,151
DB01136,152
DB01136,153
DB01136,154
DB01136,2697
DB01136,3091
DB01136,3757
DB01136,3759
DB01136,3761
DB01136,4718
DB01136,4879
DB01136,6401
DB01136,7412
DB01136,7422
DB01138,116085
DB01138,1244
DB01138,4363
DB01138,8856
DB01142,1128
DB01142,1129
DB01142,1131
DB01142,1132
DB01142,1133
DB01142,146
DB01142,147
DB01142,148
DB01142,3269
DB01142,3274
DB01142,3350
DB01142,3356
DB01142,3357
DB01142,3358
DB01142,3362
DB01142,3757
DB01142,59340
DB01142,6530
DB01142,6532
DB01143,251
DB01144,759
DB01144,760
DB01144,761
DB01144,762
DB01144,766
DB01146,3269
DB01146,6531
DB01148,1128
DB01148,1129
DB01149,147
DB01149,148
DB01149,150
DB01149,3350
DB01149,3356
DB01149,3358
DB01149,3757
DB01149,6530
DB01149,6531
DB01149,6532
DB01151,1128
DB01151,1129
DB01151,1131
DB01151,1132
DB01151,1133
DB01151,146
DB01151,147
DB01151,148
DB01151,150
DB01151,151
DB01151,152
DB01151,153
DB01151,154
DB01151,1813
DB01151,3269
DB01151,3350
DB01151,3356
DB01151,3358
DB01151,6530
DB01151,6532
DB01151,6609
DB01154,2554
DB01154,3764
DB01154,3767
DB01156,1136
DB01156,3359
DB01156,6530
DB01156,6531
DB01157,1719
DB01158,476
DB01159,116443
DB01159,116444
DB01159,2555
DB01159,2556
DB01159,2557
DB01159,2558
DB01159,2559
DB01159,2560
DB01159,2561
DB01159,2562
DB01159,2563
DB01159,2564
DB01159,2565
DB01159,2566
DB01159,2567
DB01159,2568
DB01159,2741
DB01159,2903
DB01159,3760
DB01159,3763
DB01159,3777
DB01159,3778
DB01159,3783
DB01159,387129
DB01159,4535
DB01159,490
DB01159,491
DB01159,492
DB01159,493
DB01159,51305
DB01159,54331
DB01159,55879
DB01159,6010
DB01160,5737
DB01160,5739
DB01161,6336
DB01161,6531
DB01162,146
DB01162,147
DB01162,148
DB01162,3757
DB01162,7040
DB01162,81033
DB01162,90134
DB01164,6284
DB01165,7153
DB01166,5139
DB01167,1595
DB01168,4128
DB01168,4129
DB01169,1026
DB01169,207
DB01169,3065
DB01169,3551
DB01169,3725
DB01169,5371
DB01169,5594
DB01169,5595
DB01169,595
DB01169,7296
DB01170,6530
DB01173,116443
DB01173,116444
DB01173,2902
DB01173,2906
DB01173,3269
DB01173,6336
DB01173,6530
DB01174,1137
DB01174,116443
DB01174,116444
DB01174,2554
DB01174,2891
DB01174,2898
DB01174,2902
DB01174,2903
DB01174,2904
DB01174,2905
DB01174,2906
DB01174,8856
DB01174,89832
DB01175,1128
DB01175,146
DB01175,147
DB01175,148
DB01175,150
DB01175,151
DB01175,152
DB01175,1813
DB01175,3269
DB01175,3350
DB01175,3356
DB01175,3358
DB01175,6530
DB01175,6531
DB01175,6532
DB01176,3269
DB01176,6783
DB01177,7153
DB01178,706
DB01179,203068
DB01179,7153
DB01179,7277
DB01180,1636
DB01181,8856
DB01182,153
DB01182,154
DB01182,3757
DB01182,6331
DB01183,1066
DB01183,1385
DB01183,2099
DB01183,4985
DB01183,4986
DB01183,4988
DB01183,7099
DB01184,1813
DB01184,1814
DB01185,2099
DB01185,2908
DB01185,3291
DB01185,367
DB01186,146
DB01186,147
DB01186,148
DB01186,150
DB01186,151
DB01186,152
DB01186,1812
DB01186,1813
DB01186,1814
DB01186,1815
DB01186,1816
DB01186,3350
DB01186,3351
DB01186,3352
DB01186,3356
DB01186,3357
DB01186,3358
DB01188,476
DB01189,2554
DB01189,2555
DB01189,2556
DB01189,2557
DB01189,2558
DB01189,2559
DB01189,2560
DB01189,2561
DB01189,2562
DB01189,2563
DB01189,2564
DB01189,2565
DB01189,2566
DB01189,2567
DB01189,2568
DB01189,27032
DB01189,2741
DB01189,2890
DB01189,3736
DB01189,4535
DB01189,487
DB01189,488
DB01189,490
DB01189,491
DB01189,492
DB01189,493
DB01189,513
DB01189,55879
DB01189,9914
DB01191,3358
DB01191,6532
DB01192,4985
DB01192,4988
DB01193,153
DB01193,154
DB01194,759
DB01194,760
DB01194,761
DB01194,762
DB01194,763
DB01195,3757
DB01195,6262
DB01195,6329
DB01195,6331
DB01196,2099
DB01196,2100
DB01196,4130
DB01196,4133
DB01197,1636
DB01197,4048
DB01197,4313
DB01197,4318
DB01197,623
DB01198,2554
DB01198,2555
DB01198,2556
DB01198,2558
DB01198,706
DB01199,1135
DB01199,3359
DB01199,43
DB01199,89832
DB01200,146
DB01200,147
DB01200,148
DB01200,150
DB01200,151
DB01200,152
DB01200,1812
DB01200,1813
DB01200,1814
DB01200,1815
DB01200,1816
DB01200,3350
DB01200,3351
DB01200,3352
DB01200,3356
DB01200,3357
DB01200,3358
DB01200,3363
DB01202,774
DB01202,9900
DB01203,153
DB01203,154
DB01204,7153
DB01205,2555
DB01205,2556
DB01205,2557
DB01205,2559
DB01205,2560
DB01205,2561
DB01205,2562
DB01205,2563
DB01205,2564
DB01205,2565
DB01205,2567
DB01205,2568
DB01205,55879
DB01206,81551
DB01207,6915
DB01207,6916
DB01208,7153
DB01209,4986
DB01209,4988
DB01210,153
DB01210,154
DB01211,10599
DB01211,28234
DB01211,3757
DB01212,55867
DB01212,6564
DB01212,9356
DB01212,9376
DB01213,124
DB01213,125
DB01213,126
DB01213,847
DB01214,153
DB01214,154
DB01215,2557
DB01215,2559
DB01215,2560
DB01215,2561
DB01215,2562
DB01215,2563
DB01215,2564
DB01215,2568
DB01215,55879
DB01216,6715
DB01216,6716
DB01216,6718
DB01217,1588
DB01218,3757
DB01219,6261
DB01220,8856
DB01221,
DB01221,1128
DB01221,1129
DB01221,1131
DB01221,1132
DB01221,1133
DB01221,116443
DB01221,1813
DB01221,3350
DB01221,3351
DB01221,3352
DB01221,3354
DB01221,3355
DB01221,3356
DB01221,3357
DB01221,3358
DB01221,3359
DB01221,4842
DB01221,4985
DB01221,4986
DB01221,4988
DB01221,590
DB01221,6530
DB01221,6869
DB01222,2908
DB01222,301
DB01223,134
DB01223,140
DB01223,3066
DB01223,5139
DB01224,1128
DB01224,1129
DB01224,1131
DB01224,1132
DB01224,1133
DB01224,146
DB01224,147
DB01224,148
DB01224,150
DB01224,151
DB01224,152
DB01224,1812
DB01224,1813
DB01224,1814
DB01224,1815
DB01224,1816
DB01224,3269
DB01224,3350
DB01224,3351
DB01224,3352
DB01224,3354
DB01224,3356
DB01224,3358
DB01224,3359
DB01224,3362
DB01224,3363
DB01225,2159
DB01225,462
DB01226,1129
DB01226,1131
DB01226,1135
DB01226,590
DB01227,1136
DB01227,1143
DB01227,4988
DB01228,6331
DB01229,4133
DB01229,4134
DB01229,4137
DB01229,596
DB01229,81027
DB01229,8856
DB01231,1128
DB01231,1129
DB01231,1131
DB01233,1128
DB01233,1813
DB01233,3359
DB01233,3360
DB01234,190
DB01234,2908
DB01234,301
DB01234,4843
DB01234,8856
DB01235,1812
DB01235,1813
DB01235,1814
DB01235,1815
DB01235,1816
DB01236,2555
DB01236,2556
DB01236,2557
DB01236,2558
DB01236,2559
DB01236,2560
DB01236,2561
DB01236,2562
DB01236,2563
DB01236,2564
DB01236,2565
DB01236,2566
DB01236,2567
DB01236,2568
DB01236,27032
DB01236,2741
DB01236,2890
DB01236,4535
DB01236,55879
DB01236,79714
DB01237,3269
DB01238,11255
DB01238,1128
DB01238,1129
DB01238,1131
DB01238,1132
DB01238,1133
DB01238,116443
DB01238,116444
DB01238,147
DB01238,148
DB01238,150
DB01238,151
DB01238,152
DB01238,153
DB01238,154
DB01238,1812
DB01238,1813
DB01238,1814
DB01238,1815
DB01238,1816
DB01238,2902
DB01238,2903
DB01238,2904
DB01238,2905
DB01238,2906
DB01238,3269
DB01238,3274
DB01238,3350
DB01238,3351
DB01238,3352
DB01238,3354
DB01238,3356
DB01238,3357
DB01238,3358
DB01238,3359
DB01238,3361
DB01238,3362
DB01238,3363
DB01238,4985
DB01238,4986
DB01238,4988
DB01238,59340
DB01238,6531
DB01238,6532
DB01239,1128
DB01239,1129
DB01239,1131
DB01239,1132
DB01239,1133
DB01239,170572
DB01239,1812
DB01239,1813
DB01239,1814
DB01239,200909
DB01239,285242
DB01239,3269
DB01239,3350
DB01239,3351
DB01239,3352
DB01239,3354
DB01239,3355
DB01239,3357
DB01239,3358
DB01239,3359
DB01239,3360
DB01239,3362
DB01239,3363
DB01239,9177
DB01240,5739
DB01240,5740
DB01240,64805
DB01241,10599
DB01241,11309
DB01241,28234
DB01241,5465
DB01241,9376
DB01242,2950
DB01242,3356
DB01242,3357
DB01242,3358
DB01242,6530
DB01242,6532
DB01244,3757
DB01244,3784
DB01244,476
DB01244,5136
DB01244,5153
DB01244,7134
DB01244,773
DB01244,801
DB01244,8912
DB01244,9254
DB01245,1135
DB01245,1137
DB01245,1141
DB01245,43
DB01246,3269
DB01247,4128
DB01247,4129
DB01248,4133
DB01248,4134
DB01248,4137
DB01248,596
DB01248,81027
DB01248,8856
DB01250,3458
DB01250,7172
DB01251,3764
DB01251,6833
DB01252,5468
DB01252,6833
DB01253,148
DB01254,1432
DB01254,1445
DB01254,1969
DB01254,2044
DB01254,2050
DB01254,2268
DB01254,2444
DB01254,25
DB01254,2534
DB01254,27
DB01254,3312
DB01254,3815
DB01254,3932
DB01254,4067
DB01254,5159
DB01254,51776
DB01254,5471
DB01254,613
DB01254,6714
DB01254,6777
DB01254,695
DB01254,7525
DB01254,8013
DB01255,134864
DB01257,727
DB01259,1956
DB01259,2064
DB01260,2908
DB01261,1803
DB01262,1786
DB01267,147
DB01267,148
DB01267,150
DB01267,151
DB01267,152
DB01267,1812
DB01267,1813
DB01267,1814
DB01267,1815
DB01267,3269
DB01267,3350
DB01267,3352
DB01267,3356
DB01267,3358
DB01267,3363
DB01268,1436
DB01268,2321
DB01268,2322
DB01268,2324
DB01268,3791
DB01268,3815
DB01268,5156
DB01268,5159
DB01269,1956
DB01270,7422
DB01271,10226
DB01272,4074
DB01273,1136
DB01273,1137
DB01273,1141
DB01273,8973
DB01273,89832
DB01274,154
DB01275,3091
DB01275,5033
DB01275,8639
DB01276,2740
DB01277,3480
DB01277,3482
DB01277,3486
DB01277,3643
DB01278,10266
DB01278,10267
DB01278,10268
DB01278,799
DB01279,10226
DB01280,5422
DB01281,941
DB01281,942
DB01282,5021
DB01283,5742
DB01283,5743
DB01284,4158
DB01285,1392
DB01285,4158
DB01288,153
DB01288,154
DB01288,155
DB01289,3764
DB01291,153
DB01291,154
DB01295,148
DB01295,153
DB01295,154
DB01296,3458
DB01296,4318
DB01296,4791
DB01296,7124
DB01297,153
DB01303,134
DB01303,135
DB01303,3066
DB01303,5139
DB01303,5141
DB01306,3480
DB01306,3643
DB01307,3480
DB01307,3643
DB01309,3480
DB01309,3643
DB01320,6331
DB01324,6559
DB01325,6557
DB01325,6558
DB01325,6559
DB01325,759
DB01325,760
DB01327,3558
DB01327,3600
DB01327,5444
DB01336,1129
DB01336,1135
DB01337,1129
DB01337,1131
DB01337,1135
DB01338,1129
DB01338,1131
DB01338,1135
DB01339,1135
DB01340,1636
DB01341,2554
DB01342,185
DB01345,476
DB01346,2554
DB01346,2555
DB01346,2891
DB01346,3775
DB01346,6331
DB01347,185
DB01348,1636
DB01349,185
DB01349,186
DB01351,1137
DB01351,2554
DB01351,2555
DB01351,2556
DB01351,2557
DB01351,2558
DB01351,2559
DB01351,2891
DB01351,2898
DB01351,89832
DB01352,1137
DB01352,2554
DB01352,2555
DB01352,2556
DB01352,2557
DB01352,2558
DB01352,2559
DB01352,2891
DB01352,2898
DB01352,89832
DB01353,1137
DB01353,2554
DB01353,2555
DB01353,2556
DB01353,2557
DB01353,2558
DB01353,2559
DB01353,2891
DB01353,2898
DB01353,89832
DB01354,1137
DB01354,2554
DB01354,2555
DB01354,2556
DB01354,2557
DB01354,2558
DB01354,2559
DB01354,2891
DB01354,2898
DB01354,89832
DB01355,1137
DB01355,2554
DB01355,2555
DB01355,2556
DB01355,2557
DB01355,2558
DB01355,2559
DB01355,2891
DB01355,2898
DB01355,89832
DB01356,2892
DB01356,2932
DB01356,3612
DB01356,3613
DB01357,2099
DB01359,153
DB01359,154
DB01359,3350
DB01359,3351
DB01363,150
DB01363,151
DB01363,152
DB01363,153
DB01363,154
DB01363,155
DB01363,4128
DB01363,4129
DB01363,6530
DB01363,6531
DB01363,6532
DB01363,6570
DB01363,6571
DB01364,148
DB01364,153
DB01364,154
DB01364,6530
DB01365,146
DB01365,147
DB01365,148
DB01365,150
DB01365,151
DB01365,152
DB01365,153
DB01365,154
DB01365,155
DB01366,154
DB01367,4129
DB01367,596
DB01370,351
DB01370,3816
DB01370,476
DB01370,7018
DB01373,10016
DB01373,1311
DB01373,1356
DB01373,250
DB01373,26
DB01373,27032
DB01373,4256
DB01373,57526
DB01373,6273
DB01373,6279
DB01373,6280
DB01373,6284
DB01373,6285
DB01373,652
DB01373,6711
DB01373,7125
DB01373,7134
DB01373,775
DB01373,801
DB01373,831
DB01375,7134
DB01375,7416
DB01375,7417
DB01375,7419
DB01378,476
DB01380,2908
DB01381,2554
DB01381,2561
DB01381,2566
DB01381,2741
DB01381,5320
DB01381,6530
DB01382,3758
DB01382,6833
DB01384,2908
DB01388,775
DB01388,776
DB01388,778
DB01388,779
DB01388,782
DB01388,783
DB01388,784
DB01388,785
DB01388,8911
DB01388,8912
DB01388,8913
DB01392,150
DB01392,151
DB01392,152
DB01392,1813
DB01392,1814
DB01392,3350
DB01392,3351
DB01392,3352
DB01392,3356
DB01392,3357
DB01392,3358
DB01392,3758
DB01392,3764
DB01392,3766
DB01392,3767
DB01392,3768
DB01392,3770
DB01392,3772
DB01393,5465
DB01393,5467
DB01393,5468
DB01393,6256
DB01393,6257
DB01393,6258
DB01393,8856
DB01394,203068
DB01395,2908
DB01395,367
DB01395,4306
DB01395,5241
DB01396,476
DB01397,5742
DB01397,5743
DB01399,5742
DB01399,5743
DB01400,43
DB01401,5742
DB01401,5743
DB01403,1128
DB01403,1129
DB01403,1131
DB01403,1132
DB01403,1133
DB01403,146
DB01403,147
DB01403,148
DB01403,150
DB01403,151
DB01403,152
DB01403,1812
DB01403,1813
DB01403,1814
DB01403,1815
DB01403,1816
DB01403,3269
DB01403,3356
DB01403,3358
DB01404,196
DB01404,3569
DB01404,5743
DB01406,
DB01406,2099
DB01406,2798
DB01406,367
DB01406,5241
DB01406,6347
DB01407,153
DB01407,154
DB01407,155
DB01407,4803
DB01407,7124
DB01408,154
DB01409,1128
DB01409,1129
DB01409,1131
DB01409,1132
DB01409,1133
DB01410,2908
DB01411,
DB01411,10800
DB01411,3567
DB01411,4790
DB01411,6037
DB01411,7124
DB01412,134
DB01412,135
DB01412,5142
DB01418,79001
DB01419,5742
DB01419,5743
DB01420,367
DB01422,10988
DB01425,1813
DB01426,6331
DB01427,5139
DB01427,5140
DB01427,5141
DB01427,5142
DB01427,5143
DB01427,5144
DB01427,7124
DB01428,2099
DB01428,2100
DB01428,367
DB01428,5241
DB01429,6331
DB01429,801
DB01430,476
DB01431,2099
DB01431,5241
DB01433,4988
DB01435,5742
DB01435,5743
DB01436,1594
DB01436,6256
DB01436,7421
DB01437,2555
DB01437,2556
DB01437,2557
DB01437,2558
DB01437,2559
DB01437,2560
DB01437,2561
DB01437,2562
DB01437,2563
DB01437,2564
DB01437,2565
DB01437,2566
DB01437,2567
DB01437,2568
DB01437,55879
DB01438,6323
DB01439,4985
DB01439,4986
DB01439,4988
DB01440,2560
DB01440,79581
DB01442,3356
DB01442,4128
DB01442,4129
DB01442,6530
DB01442,6531
DB01442,6532
DB01442,6570
DB01442,6571
DB01444,4985
DB01444,4988
DB01452,1066
DB01452,4985
DB01452,4986
DB01452,4988
DB01454,3356
DB01454,3357
DB01454,3358
DB01454,6530
DB01454,6531
DB01454,6532
DB01454,6571
DB01463,6531
DB01466,4988
DB01472,148
DB01472,150
DB01472,4128
DB01472,4129
DB01472,6531
DB01472,6532
DB01472,6571
