drugbank_id	mondo_id
DB00254	0005701
DB00254	0005664
DB00254	0006921
DB00254	0006956
DB00254	0005680
DB00254	0005683
DB00254	0004215
DB00254	0004277
DB00254	0004264
DB00254	0005297
DB00254	0005119
DB00254	0019633
DB00254	0019359
DB00254	0019360
DB00254	0019365
DB00254	0006019
DB00254	0018077
DB00254	0019186
DB00254	0021201
DB00253	0004773
DB00253	0004577
DB00253	0005642
DB00253	0006814
DB00253	0006604
DB00253	0020283
DB00263	0001797
DB00263	0001249
DB00263	0005920
DB00263	0005808
DB00263	0017776
DB00263	0005247
DB00263	0018059
DB00262	0011508
DB00262	0001657
DB00262	0002501
DB00261	0005029
DB01592	0001860
DB01592	0001356
DB01592	0001239
DB00260	0006052
DB01591	0006624
DB01590	0001734
DB01590	0004989
DB01590	0004555
DB01590	0005086
DB12233	0008383
DB00268	0005391
DB00268	0005180
DB01599	0021187
DB01598	0000918
DB01598	0004652
DB01598	0006669
DB01598	0021201
DB00266	0000831
DB00266	0006809
DB00266	0005068
DB01597	0000918
DB01597	0004652
DB01597	0006669
DB01597	0021201
DB00265	0004525
DB00264	0005542
DB00264	0005044
DB00264	0005068
DB01595	0013600
DB00274	0005970
DB00274	0005247
DB00274	0005249
DB00274	0021201
DB00273	0016532
DB00273	0005754
DB00270	0005044
DB12248	0004849
DB12243	0004976
DB13595	0004247
DB13595	0007186
DB00279	0002108
DB00279	0005420
DB00279	0005397
DB00279	0018612
DB00279	0007681
DB00279	0009718
DB00275	0005044
DB00285	0001942
DB00285	0001247
DB00285	0002009
DB00285	0005383
DB00284	0005148
DB00283	0011786
DB00283	0005642
DB00283	0005492
DB00283	0007448
DB00283	0006004
DB00282	0005382
DB00282	0043455
DB00281	0001794
DB00281	0004872
DB00281	0003471
DB00281	0004525
DB00281	0041052
DB00281	0021667
DB00289	0005302
DB00288	0005480
DB00288	0006554
DB00288	0006547
DB00288	0019558
DB00287	0006875
DB00287	0005338
DB00291	0018906
DB00290	0011508
DB00290	0002974
DB00290	0001325
DB00290	0018906
DB00290	0005096
DB12267	0005233
DB00218	0025598
DB00218	0005956
DB00218	0004652
DB00218	0005972
DB00218	0005970
DB00218	0005945
DB00218	0005867
DB00218	0030602
DB00218	0005545
DB00218	0021201
DB00216	0008000
DB00215	0001942
DB00215	0002009
DB00215	0002050
DB00214	0005044
DB01545	0002050
DB00213	0004247
DB00213	0019610
DB00213	0007186
DB00211	0005469
DB01550	0011122
DB00227	0021187
DB00227	0002277
DB00227	0017773
DB00227	0005347
DB00226	0005044
DB01556	0011122
DB00224	0005109
DB00223	0005480
DB00223	0006554
DB00223	0006547
DB00223	0019558
DB00222	0005148
DB00220	0005109
DB01551	0011786
DB01551	0005709
DB01551	0003014
DB00230	0001942
DB00230	0005546
DB00230	0041052
DB00239	0001461
DB00239	0001405
DB00239	0005984
DB00239	0005915
DB00238	0005109
DB00237	0013600
DB00234	0002009
DB00233	0006052
DB00232	0005044
DB01563	0013600
DB00231	0013600
DB00240	0005480
DB00240	0006554
DB00240	0006547
DB00240	0019558
DB12214	0005148
DB12230	0001134
DB00249	0015288
DB00248	0005804
DB01579	0011122
DB00246	0024612
DB00246	0005090
DB01577	0011122
DB01577	0005302
DB00245	0001945
DB00245	0005180
DB01576	0021107
DB01576	0005302
DB00244	0005101
DB00244	0007005
DB00242	0018935
DB00242	0005314
DB00252	0002125
DB00252	0016532
DB00252	0005754
DB00252	0041284
DB00252	0005384
DB00252	0005027
DB00251	0006014
DB00250	0015614
DB00250	0005124
DB01580	0005044
DB12225	0005231
DB01627	0024313
DB01627	0005114
DB01627	0021680
DB01626	0005044
DB01625	0004247
DB01624	0005090
DB01623	0005090
DB01621	0005090
DB01620	0011786
DB01620	0021146
DB01620	0005709
DB01620	0005642
DB01620	0005492
DB01620	0005324
DB01620	0007448
DB01620	0006004
DB00309	0004967
DB00309	0005105
DB00309	0008903
DB00306	0013600
DB00305	0006047
DB00303	0024412
DB00303	0004652
DB00303	0005972
DB00302	0005133
DB00300	0005109
DB00319	0040732
DB00319	0001080
DB00319	0004652
DB00319	0005945
DB00319	0005649
DB00319	0005545
DB00319	0004277
DB00319	0004264
DB00319	0020920
DB00319	0005247
DB00319	0021201
DB00318	0011786
DB00318	0021146
DB00318	0005709
DB00318	0003014
DB00317	0005233
DB00316	0011786
DB00316	0021146
DB00316	0008000
DB00316	0005709
DB00315	0008000
DB00314	0006052
DB00313	0024612
DB00313	0005027
DB00312	0013600
DB00312	0002125
DB00312	0005027
DB00310	0005044
DB13620	0003019
DB00328	0008143
DB00328	0002471
DB00328	0002400
DB00328	0004855
DB00328	0004857
DB00328	0005554
DB00328	0005306
DB00328	0008383
DB00328	0011827
DB00327	0005709
DB00326	0000745
DB00325	0001133
DB00325	0005044
DB00324	0004773
DB00324	0004577
DB00324	0005642
DB00324	0006814
DB00324	0006604
DB00324	0020283
DB00323	0005180
DB00322	0002691
DB00321	0002050
DB00321	0041086
DB00320	0008000
DB00320	0040797
DB00320	0043537
DB02925	0005044
DB01609	0019402
DB01607	0000744
DB01607	0000265
DB01607	0003619
DB01607	0004652
DB01607	0005970
DB01607	0005945
DB01607	0005545
DB01607	0020920
DB01607	0005247
DB01607	0021201
DB01606	0004652
DB01606	0005649
DB01606	0005545
DB01606	0021201
DB01603	0005961
DB01603	0005970
DB01603	0021201
DB01601	0005109
DB01600	0008143
DB01600	0008383
DB01619	0011786
DB01619	0005642
DB01619	0005492
DB01619	0007448
DB01619	0006004
DB01618	0005090
DB01615	0013600
DB01612	0018754
DB01611	0001943
DB01611	0001601
DB01611	0005920
DB01611	0005921
DB01611	0007915
DB01611	0019558
DB01611	0008383
DB01268	0011719
DB01268	0005086
DB01267	0005485
DB01267	0005090
DB01275	0005044
DB01274	0004849
DB01274	0005607
DB01274	0005002
DB01271	0010674
DB01270	0004728
DB01270	0005417
DB01270	0041093
DB01270	0005266
DB01279	0009661
DB01277	0009877
DB01285	0018229
DB01285	0018097
DB01284	0000004
DB01283	0008143
DB01282	0008300
DB01281	0011429
DB01281	0008383
DB01280	0003540
DB01280	0044917
DB13257	0001860
DB13257	0024298
DB13257	0001356
DB13257	0001239
DB01289	0005148
DB01291	0003781
DB01291	0004822
DB01291	0004849
DB01291	0005275
DB01229	0008170
DB01229	0004989
DB01229	0006875
DB01229	0005338
DB01229	0005233
DB01229	0005044
DB01229	0005055
DB01227	0005530
DB01224	0024612
DB01224	0024613
DB01224	0004985
DB01224	0005090
DB01223	0003781
DB01223	0004849
DB01223	0005275
DB01222	0011786
DB01222	0009960
DB01230	0005302
DB01239	0005090
DB01238	0024612
DB01238	0005090
DB01237	0005709
DB01234	0011786
DB01234	0009410
DB01234	0011508
DB01234	0000004
DB01234	0015898
DB01234	0002471
DB01234	0001198
DB01234	0015614
DB01234	0002307
DB01234	0004967
DB01234	0004855
DB01234	0004795
DB01234	0004773
DB01234	0002081
DB01234	0004577
DB01234	0005848
DB01234	0015253
DB01234	0005642
DB01234	0006955
DB01234	0018906
DB01234	0003085
DB01234	0006814
DB01234	0042458
DB01234	0043789
DB01234	0005480
DB01234	0004126
DB01234	0041095
DB01234	0041093
DB01234	0006604
DB01234	0005301
DB01234	0005306
DB01234	0007915
DB01234	0006684
DB01234	0005377
DB01234	0005328
DB01234	0006651
DB01234	0005348
DB01234	0019801
DB01234	0006594
DB01234	0005265
DB01234	0006554
DB01234	0006545
DB01234	0006547
DB01234	0043455
DB01234	0005083
DB01234	0005093
DB01234	0043233
DB01234	0019558
DB01234	0019338
DB01234	0009960
DB01234	0007243
DB01234	0020283
DB01234	0020108
DB01234	0019122
DB01234	0019013
DB01234	0009691
DB01234	0008383
DB01233	0007186
DB01232	0005109
DB01242	0008114
DB01241	0005347
DB01240	0011786
DB01240	0015924
DB01240	0005709
DB01240	0003014
DB01240	0005149
DB13231	0008159
DB13231	0000745
DB13231	0005298
DB01248	0004989
DB01248	0005233
DB01248	0008315
DB01247	0002009
DB01246	0011786
DB01246	0005642
DB01246	0005492
DB01246	0007448
DB01246	0019013
DB01243	0024343
DB01252	0005148
DB01251	0005148
DB01257	0018641
DB01256	0004592
DB01255	0005582
DB01255	0005302
DB01254	0006115
DB01264	0005109
DB01263	0015908
DB01263	0016823
DB01263	0002026
DB01263	0016426
DB01263	0005657
DB01262	0018881
DB01262	0018874
DB01261	0005148
DB01260	0011786
DB01260	0004795
DB01260	0005480
DB01260	0006554
DB01260	0006547
DB01260	0019558
DB01260	0009960
DB01208	0025598
DB01208	0005867
DB01208	0005249
DB01204	0018874
DB01204	0005314
DB01203	0005044
DB01201	0006052
DB01200	0001945
DB01200	0005804
DB01200	0019933
DB01200	0005180
DB01219	0018493
DB01218	0005920
DB01218	0005921
DB01216	0010811
DB01214	0006875
DB01214	0005338
DB01212	0000918
DB01212	0001797
DB01212	0024412
DB01212	0001316
DB01212	0041903
DB01212	0001080
DB01212	0004652
DB01212	0005970
DB01212	0005945
DB01212	0004471
DB01212	0006913
DB01212	0004277
DB01212	0004264
DB01212	0006753
DB01212	0020920
DB01212	0006670
DB01212	0018059
DB01212	0021201
DB01211	0025598
DB01211	0002186
DB01211	0004652
DB01211	0005972
DB01211	0005867
DB01211	0005545
DB01211	0021201
DB01210	0006875
DB01210	0005338
DB01220	0001711
DB03904	0024343
DB03904	0005915
DB03904	0005480
DB03904	0006547
DB12086	0005002
DB12081	0005417
DB00099	0008090
DB00099	0018542
DB12092	0010811
DB00059	0004967
DB01388	0005044
DB00056	0018874
DB00065	0005306
DB00065	0005101
DB00065	0009960
DB00065	0008383
DB01395	0001932
DB01395	0001410
DB00063	0005542
DB01394	0018088
DB01393	0021187
DB00061	0007064
DB00060	0005314
DB00068	0005314
DB00067	0024574
DB01397	0008143
DB01397	0021146
DB01397	0002471
DB01397	0002400
DB01397	0008383
DB00073	0011508
DB00073	0012105
DB00073	0019124
DB00073	0008383
DB00072	0006244
DB00078	0018906
DB00087	0005314
DB00085	0001684
DB00082	0019933
DB12070	0005132
DB00091	0006733
DB00091	0008383
DB00090	0001586
DB01349	0005044
DB00017	0008159
DB00017	0005382
DB01348	0005044
DB00015	0004781
DB00014	0005133
DB00013	0005279
DB01352	0013600
DB01351	0013600
DB01351	0002125
DB01351	0005027
DB01359	0005044
DB00027	0002307
DB00026	0011776
DB00026	0016168
DB00026	0008383
DB01357	0005133
DB01356	0008143
DB01356	0021146
DB01356	0024612
DB01356	0004985
DB01356	0008383
DB00023	0004967
DB00022	0005231
DB01353	0013600
DB00031	0004781
DB00030	0005147
DB00030	0005148
DB00038	0002049
DB00036	0010119
DB00036	0002244
DB00036	0010604
DB01367	0005180
DB00035	0024574
DB01365	0005468
DB01364	0011786
DB01364	0021146
DB01364	0003781
DB01364	0005709
DB01364	0005642
DB01364	0003014
DB01364	0005324
DB01364	0006004
DB00043	0044212
DB00041	0018874
DB00041	0005191
DB00049	0002144
DB00047	0005147
DB00047	0005148
DB00046	0005147
DB00046	0005148
DB01377	0008159
DB01377	0002203
DB01377	0005298
DB00053	0018150
DB00052	0006909
DB00052	0019499
DB00052	0008300
DB00051	0011429
DB00051	0005306
DB00051	0006559
DB00051	0005101
DB00051	0009960
DB00051	0008383
DB01382	0005148
DB01380	0011786
DB01380	0009410
DB01380	0011508
DB01380	0001461
DB01380	0001405
DB01380	0000004
DB01380	0002572
DB01380	0015898
DB01380	0002471
DB01380	0001198
DB01380	0002400
DB01380	0015614
DB01380	0002307
DB01380	0004967
DB01380	0004872
DB01380	0004855
DB01380	0004857
DB01380	0004795
DB01380	0004773
DB01380	0005984
DB01380	0002081
DB01380	0004577
DB01380	0005848
DB01380	0015253
DB01380	0005642
DB01380	0006955
DB01380	0018906
DB01380	0003085
DB01380	0005538
DB01380	0006814
DB01380	0042458
DB01380	0043789
DB01380	0005480
DB01380	0004126
DB01380	0041095
DB01380	0006604
DB01380	0005301
DB01380	0005306
DB01380	0007915
DB01380	0006684
DB01380	0005377
DB01380	0005328
DB01380	0019801
DB01380	0006594
DB01380	0005265
DB01380	0006554
DB01380	0006545
DB01380	0006547
DB01380	0043455
DB01380	0018479
DB01380	0005101
DB01380	0005083
DB01380	0005093
DB01380	0043233
DB01380	0019558
DB01380	0019338
DB01380	0009960
DB01380	0020283
DB01380	0020108
DB01380	0019122
DB01380	0007179
DB01380	0019013
DB01380	0009691
DB01380	0008383
DB13359	0002203
DB13359	0003019
DB12026	0005231
DB12023	0004802
DB01309	0005015
DB01307	0005015
DB01306	0005015
DB01328	0005545
DB01328	0005247
DB01328	0005249
DB01328	0021201
DB01327	0004789
DB01327	0004652
DB01327	0005970
DB01327	0006669
DB01327	0021201
DB01326	0005970
DB01326	0005545
DB01326	0020920
DB01326	0005247
DB01326	0005249
DB01326	0021201
DB01324	0005044
DB01330	0000918
DB01330	0024412
DB01330	0004652
DB01330	0005970
DB01330	0005545
DB01330	0004264
DB01330	0020920
DB01330	0021201
DB02659	0012672
DB02659	0004868
DB02659	0002203
DB02659	0008948
DB00009	0004781
DB00009	0005279
DB00008	0005231
DB00007	0000088
DB00007	0005133
DB00005	0011429
DB00005	0005306
DB00005	0008383
DB00003	0009061
DB00002	0021063
DB00002	0000536
DB00002	0004958
DB00002	0005595
DB01333	0002258
DB01333	0005970
DB01333	0005545
DB01333	0005280
DB01333	0005247
DB01333	0005249
DB01333	0021201
DB01332	0021108
DB01332	0024412
DB01332	0001316
DB01332	0001080
DB01332	0005970
DB01332	0005945
DB01332	0005545
DB01332	0004277
DB01332	0004264
DB01332	0020920
DB01332	0005247
DB01332	0005249
DB01332	0021201
DB01331	0000918
DB01331	0000744
DB01331	0024412
DB01331	0001080
DB01331	0004652
DB01331	0005970
DB01331	0005945
DB01331	0005545
DB01331	0004277
DB01331	0004264
DB01331	0020920
DB01331	0021201
DB00010	0006909
DB01340	0005044
DB01409	0004849
