	drug_id	protein_ac
7888	DB00936	Q9ULX7
7889	DB00936	P22748
7890	DB00936	P00915
7891	DB00936	P43166
7892	DB00936	Q16790
7893	DB00936	O43570
7894	DB00936	P23280
7895	DB00936	P00918
7896	DB00937	P23975
7897	DB00937	Q01959
7898	DB00938	P07550
7899	DB00938	P08588
7900	DB00938	P13945
7901	DB00938	Q06278
7902	DB00938	P35462
7903	DB00939	P23219
7904	DB00939	P35354
7905	DB00939	P09917
7906	DB00939	O43526
7907	DB00939	O43525
7908	DB00939	P28482
7909	DB00939	P42330
7910	DB00939	P12104
7911	DB00939	P52895
7912	DB00939	Q04828
7913	DB00939	P10275
7914	DB00939	P02766
7915	DB00940	P11229
7916	DB00940	P25021
7917	DB00940	P08172
7918	DB00940	P08173
7919	DB00940	P08912
7920	DB00940	P20309
7921	DB00941	P06276
7922	DB00941	P22303
7923	DB00942	P11229
7924	DB00943	P27707
7925	DB00944	P22303
7926	DB00944	P06276
7927	DB00945	P23219
7928	DB00945	P35354
7929	DB00945	Q04828
7930	DB00945	Q13131
7931	DB00945	P54646
7932	DB00945	Q9Y478
7933	DB00945	O43741
7934	DB00945	P54619
7935	DB00945	Q9UGJ0
7936	DB00945	Q9UGI9
7937	DB00945	P25101
7938	DB00945	P04637
7939	DB00945	P11021
7940	DB00945	P51812
7941	DB00945	P25963
7942	DB00945	P98066
7943	DB00945	P29466
7944	DB00945	P42574
7945	DB00945	O14920
7946	DB00945	P24385
7947	DB00945	P01106
7948	DB00945	P12004
7949	DB00945	P19440
7950	DB00946	Q9BQB6
7951	DB00947	P03372
7952	DB00947	Q92731
7953	DB00947	Q99527
7954	DB00947	O75469
7955	DB00947	Q96RI1
7956	DB00947	P34913
7957	DB00947	P11474
7958	DB00947	P06401
7959	DB00948	P00918
7960	DB00948	P02768
7961	DB00948	P08684
7962	DB00948	P09917
7963	DB00948	P10145
7964	DB00948	P10632
7965	DB00948	P11712
7966	DB00948	P14778
7967	DB00948	P15121
7968	DB00948	P21554
7969	DB00948	P23219
7970	DB00948	P24557
7971	DB00948	P33527
7972	DB00948	P0DMS8
7973	DB00948	P34972
7974	DB00948	P34995
7975	DB00948	P35354
7976	DB00948	P35408
7977	DB00948	P37231
7978	DB00948	P41222
7979	DB00948	P42330
7980	DB00948	P43115
7981	DB00948	P43116
7982	DB00948	Q13258
7983	DB00948	Q9HCR9
7984	DB00948	Q9Y5Y4
7985	DB00949	Q13224
7986	DB00949	Q8TCU5
7987	DB00949	Q12879
7988	DB00950	P35367
7989	DB00950	P08183
7990	DB00950	P46721
7991	DB00950	Q12809
7992	DB00951	P10632
7993	DB00951	P05177
7994	DB00951	P08684
7995	DB00951	P33261
7996	DB00951	P20815
7997	DB00952	P28221
7998	DB00952	P28222
7999	DB00952	P30939
8000	DB00952	P08908
8001	DB00952	P28566
8002	DB00953	P28221
8003	DB00953	P28222
8004	DB00953	P30939
8005	DB00953	P28566
8006	DB00953	P28335
8007	DB00953	P28223
8008	DB00953	P08908
8009	DB00953	P10635
8010	DB00956	P35372
8011	DB00956	P41143
8012	DB00956	P41145
8013	DB00957	P06401
8014	DB00957	P03372
8015	DB00957	P10275
8016	DB00959	P04150
8017	DB00959	P04083
8018	DB00960	P08588
8019	DB00960	P07550
8020	DB00960	P08908
8021	DB00960	P28222
8022	DB00960	P13945
8023	DB00960	P28221
8024	DB00960	P41595
8025	DB00960	P28223
8026	DB00960	P28335
8027	DB00961	Q9Y5Y9
8028	DB00961	Q15858
8029	DB00961	Q9UQD0
8030	DB00961	P35499
8031	DB00961	Q9NY46
8032	DB00961	Q99250
8033	DB00961	P35498
8034	DB00961	Q14524
8035	DB00962	P14867
8036	DB00962	P30536
8037	DB00962	P18507
8038	DB00962	P47870
8039	DB00962	P28472
8040	DB00962	P47869
8041	DB00963	P35354
8042	DB00963	P23219
8043	DB00964	P08913
8044	DB00964	P35348
8045	DB00964	P18089
8046	DB00964	P18825
8047	DB00964	P25100
8048	DB00964	P35368
8049	DB00966	P30556
8050	DB00966	P37231
8051	DB00966	P12821
8052	DB00966	Q96FL8
8053	DB00966	P50052
8054	DB00966	P23415
8055	DB00967	P35367
8056	DB00967	P31645
8057	DB00967	P23975
8058	DB00967	P28223
8059	DB00967	P41595
8060	DB00967	P28335
8061	DB00967	P50406
8062	DB00967	P18089
8063	DB00967	P35462
8064	DB00967	P25021
8065	DB00967	Q01959
8066	DB00967	P08183
8067	DB00967	P08912
8068	DB00967	P08173
8069	DB00967	P20309
8070	DB00967	P08172
8071	DB00967	P11229
8072	DB00968	P08913
8073	DB00968	P20711
8074	DB00968	P00533
8075	DB00968	P06241
8076	DB00968	B2RXH2
8077	DB00969	P46098
8078	DB00969	P41595
8079	DB00969	P05177
8080	DB00969	Q12809
8081	DB00970	P11388
8082	DB00970	Q02880
8083	DB00970	Q16832
8084	DB00970	P62993
8085	DB00972	P35367
8086	DB00972	P08183
8087	DB00972	P35348
8088	DB00972	P35368
8089	DB00972	Q12809
8090	DB00972	Q9Y5N1
8091	DB00973	P35610
8092	DB00973	Q9UHC9
8093	DB00973	P15144
8094	DB00975	Q9Y233
8095	DB00975	P00813
8096	DB00975	O76074
8097	DB00975	P27815
8098	DB00975	P53805
8099	DB00975	P02763
8100	DB00975	O00337
8101	DB00975	O95263
8102	DB00975	Q86TP1
8103	DB00975	Q99808
8104	DB00975	O43924
8105	DB00975	P16499
8106	DB00975	P18545
8107	DB00975	P35913
8108	DB00975	P51160
8109	DB00975	Q13956
8110	DB00975	Q9NP56
8111	DB00975	Q13946
8112	DB00975	P54750
8113	DB00975	Q01064
8114	DB00975	Q14123
8115	DB00975	O00408
8116	DB00975	Q13370
8117	DB00975	Q14432
8118	DB00975	Q9HCR9
8119	DB00975	O60658
8120	DB00975	Q7RTT9
8121	DB00977	P03372
8122	DB00977	O75469
8123	DB00977	P04278
8124	DB00977	P35372
8125	DB00977	P29274
8126	DB00977	P31645
8127	DB00977	P23975
8128	DB00977	P04150
8129	DB00977	Q01959
8130	DB00977	P0DMS8
8131	DB00977	P41145
8132	DB00977	Q86VL8
8133	DB00977	Q96FL8
8134	DB00977	Q92731
8135	DB00977	O15244
8136	DB00977	P10275
8137	DB00977	Q06278
8138	DB00978	P11388
8139	DB00979	P11229
8140	DB00979	P20309
8141	DB00980	P48039
8142	DB00980	P49286
8143	DB00981	P22303
8144	DB00981	P43681
8145	DB00981	P17787
8146	DB00981	P10635
8147	DB00981	P06276
8148	DB00982	P10276
8149	DB00982	P13631
8150	DB00982	P41595
8151	DB00982	P18089
8152	DB00982	P0DMS8
8153	DB00982	Q16539
8154	DB00982	P28482
8155	DB00982	P10826
8156	DB00982	O14756
8157	DB00982	Q92781
8158	DB00982	Q9BPW9
8159	DB00982	P08319
8160	DB00983	P07550
8161	DB00983	P08588
8162	DB00983	P13945
8163	DB00983	P07900
8164	DB00983	P35462
8165	DB00984	P10275
8166	DB00985	P35367
8167	DB00985	P08913
8168	DB00985	Q99720
8169	DB00985	P23975
8170	DB00985	P28223
8171	DB00985	P41595
8172	DB00985	P28335
8173	DB00985	P18089
8174	DB00985	P11229
8175	DB00985	P08172
8176	DB00985	P20309
8177	DB00985	P08173
8178	DB00985	P08912
8179	DB00985	Q01959
8180	DB00985	P10635
8181	DB00985	P25100
8182	DB00986	P11229
8183	DB00986	P20309
8184	DB00986	P08172
8185	DB00986	P08173
8186	DB00986	P08912
8187	DB00987	P06746
8188	DB00987	P09884
8189	DB00987	P28340
8190	DB00987	Q07864
8191	DB00987	P15309
8192	DB00988	P14416
8193	DB00988	P21728
8194	DB00988	P21918
8195	DB00988	P35462
8196	DB00988	P21917
8197	DB00988	Q01959
8198	DB00988	P09172
8199	DB00988	P08908
8200	DB00988	P34969
8201	DB00988	P23975
8202	DB00988	P31645
8203	DB00988	P46098
8204	DB00988	O95264
8205	DB00988	P00441
8206	DB00988	Q05940
8207	DB00988	P07550
8208	DB00988	P48039
8209	DB00988	P49286
8210	DB00988	P00533
8211	DB00988	P06239
8212	DB00988	P06241
8213	DB00988	P08588
8214	DB00988	Q96RJ0
8215	DB00988	P55789
8216	DB00988	B2RXH2
8217	DB00989	P22303
8218	DB00989	P06276
8219	DB00990	P11511
8220	DB00990	P10275
8221	DB00991	P23219
8222	DB00991	P35354
8223	DB00991	P21462
8224	DB00992	P12314
8225	DB00993	P00492
8226	DB00993	P63000
8227	DB00993	P51580
8228	DB00993	O15439
8229	DB00993	O15440
8230	DB00993	Q9UNQ0
8231	DB00994	P41180
8232	DB00994	Q8NER1
8233	DB00994	O00255
8234	DB00994	O95237
8235	DB00995	P30044
8236	DB00995	O14920
8237	DB00995	P08913
8238	DB00995	P18089
8239	DB00995	P35462
8240	DB00995	P04150
8241	DB00995	P0DMS8
8242	DB00995	P21917
8243	DB00995	P06241
8244	DB00995	Q16881
8245	DB00995	P09917
8246	DB00995	O75762
8247	DB00996	P54289
8248	DB00996	Q9NY47
8249	DB00996	Q00975
8250	DB00996	P30542
8251	DB00996	Q05586
8252	DB00996	Q12879
8253	DB00996	Q13224
8254	DB00996	Q14957
8255	DB00996	O15399
8256	DB00996	Q8TCU5
8257	DB00996	O60391
8258	DB00996	Q9UBS5
8259	DB00996	O75899
8260	DB00996	Q01650
8261	DB00996	P08913
8262	DB00996	Q14524
8263	DB00997	P11388
8264	DB00997	Q14978
8265	DB00997	P11229
8266	DB00997	P29466
8267	DB00997	P06239
8268	DB00997	P06241
8269	DB00997	P04626
8270	DB00997	O95255
8271	DB00997	Q9UNQ0
8272	DB00997	P33527
8273	DB00997	Q92887
8274	DB00997	P08183
8275	DB00997	O14746
8276	DB00997	P11387
8277	DB00997	O14965
8278	DB00997	P08253
8279	DB00998	P28221
8280	DB00998	P28222
8281	DB00998	P08908
8282	DB00999	P55017
8283	DB00999	P00915
8284	DB00999	P00918
8285	DB00999	Q12791
8286	DB00999	P22748
8287	DB01001	P07550
8288	DB01001	P08588
8289	DB01001	P13945
8290	DB01002	Q9Y5Y9
8291	DB01002	P35499
8292	DB01002	P10635
8293	DB01002	Q12809
8294	DB01002	Q9UK17
8295	DB01002	P34995
8296	DB01002	P35498
8297	DB01002	P22460
8298	DB01002	P46098
8299	DB01003	Q12791
8300	DB01003	P25815
8301	DB01003	Q9HC97
8302	DB01004	P41594
8303	DB01004	Q13255
8304	DB01005	P23921
8305	DB01005	P35218
8306	DB01005	Q16790
8307	DB01005	P00918
8308	DB01005	P31350
8309	DB01006	P11511
8310	DB01006	P15538
8311	DB01006	P19099
8312	DB01007	Q16850
8313	DB01007	P05093
8314	DB01009	P23219
8315	DB01009	P35354
8316	DB01009	P25024
8317	DB01010	P22303
8318	DB01010	P06276
8319	DB01011	P15538
8320	DB01011	P08684
8321	DB01011	P19099
8322	DB01012	P41180
8323	DB01012	P23415
8324	DB01013	P04150
8325	DB01014	P37231
8326	DB01014	P35354
8327	DB01014	P23219
8328	DB01014	P09917
8329	DB01015	P09211
8330	DB01016	Q09428
8331	DB01016	Q14654
8332	DB01016	P48544
8333	DB01016	O60706
8334	DB01016	O95342
8335	DB01016	O95477
8336	DB01016	P13569
8337	DB01016	Q15842
8338	DB01016	P50416
8339	DB01016	P11712
8340	DB01016	Q12809
8341	DB01017	P01584
8342	DB01017	P09917
8343	DB01017	P14780
8344	DB01017	P15692
8345	DB01017	P29466
8346	DB01017	P42574
8347	DB01017	P99999
8348	DB01018	P08913
8349	DB01018	P18089
8350	DB01018	P18825
8351	DB01018	P28223
8352	DB01018	P41595
8353	DB01018	P28335
8354	DB01018	P25100
8355	DB01018	Q9Y2I1
8356	DB01019	P08172
8357	DB01019	P11229
8358	DB01019	P20309
8359	DB01019	P08173
8360	DB01020	P33402
8361	DB01020	O75343
8362	DB01020	Q02108
8363	DB01020	Q02153
8364	DB01020	P16066
8365	DB01021	P55017
8366	DB01021	P05023
8367	DB01021	P00915
8368	DB01021	P00918
8369	DB01021	P22748
8370	DB01021	O43570
8371	DB01021	P35218
8372	DB01021	Q9ULX7
8373	DB01021	P43166
8374	DB01021	Q16790
8375	DB01021	Q9Y2D0
8376	DB01021	P23280
8377	DB01022	P38435
8378	DB01022	P02818
8379	DB01023	Q13936
8380	DB01023	P54289
8381	DB01023	Q08289
8382	DB01023	Q01668
8383	DB01023	Q13698
8384	DB01023	O95180
8385	DB01023	Q9NY47
8386	DB01023	P0DP23
8387	DB01023	Q01064
8388	DB01023	P54750
8389	DB01023	P08235
8390	DB01023	P02585
8391	DB01023	P63316
8392	DB01023	P0DMS8
8393	DB01023	P11712
8394	DB01023	Q06278
8395	DB01023	P35498
8396	DB01023	Q99250
8397	DB01023	Q9NY46
8398	DB01023	Q96RI1
8399	DB01023	P13569
8400	DB01024	P20839
8401	DB01024	P12268
8402	DB01025	P80511
8403	DB01025	Q99584
8404	DB01025	P08700
8405	DB01025	P05230
8406	DB01025	P27815
8407	DB01025	Q07343
8408	DB01025	Q08493
8409	DB01025	Q08499
8410	DB01025	Q14164
8411	DB01025	Q9UHD2
8412	DB01026	P10275
8413	DB01026	P08686
8414	DB01026	P11511
8415	DB01026	Q12809
8416	DB01026	O75469
8417	DB01026	Q14994
8418	DB01026	Q16322
8419	DB01026	P08913
8420	DB01026	P31645
8421	DB01026	P23975
8422	DB01026	P18089
8423	DB01026	P25021
8424	DB01026	P08172
8425	DB01026	Q01959
8426	DB01026	P25100
8427	DB01026	P41143
8428	DB01026	P24557
8429	DB01026	P21452
8430	DB01026	O00337
8431	DB01026	Q06278
8432	DB01026	Q16850
8433	DB01026	Q07973
8434	DB01026	P05093
8435	DB01026	P08183
8436	DB01026	P08684
8437	DB01026	P15538
8438	DB01026	P19099
8439	DB01026	P14902
8440	DB01028	P14867
8441	DB01028	P42261
8442	DB01028	P23415
8443	DB01028	P98194
8444	DB01028	Q09470
8445	DB01028	P30049
8446	DB01028	P03886
8447	DB01028	P47869
8448	DB01028	P34903
8449	DB01028	P48169
8450	DB01028	P31644
8451	DB01028	Q16445
8452	DB01028	P18505
8453	DB01028	P47870
8454	DB01028	P28472
8455	DB01028	O14764
8456	DB01028	P78334
8457	DB01028	Q8N1C3
8458	DB01028	P18507
8459	DB01028	Q99928
8460	DB01028	O00591
8461	DB01028	Q9UN88
8462	DB01029	P30556
8463	DB01029	P05412
8464	DB01029	Q14973
8465	DB01029	P25101
8466	DB01030	P11387
8467	DB01030	Q969P6
8468	DB01030	P08684
8469	DB01030	O75469
8470	DB01030	O15439
8471	DB01030	Q9UNQ0
8472	DB01030	Q92887
8473	DB01030	P08183
8474	DB01030	O15244
8475	DB01030	Q16665
8476	DB01030	Q86VL8
8477	DB01030	Q96FL8
8478	DB01031	P00915
8479	DB01031	P00918
8480	DB01032	Q4U2R8
8481	DB01032	Q9NSA0
8482	DB01032	Q8TCC7
8483	DB01032	Q96RD7
8484	DB01032	Q9NYV7
8485	DB01032	Q96S37
8486	DB01032	Q9HAW7
8487	DB01032	O43570
8488	DB01032	Q16790
8489	DB01032	P00918
8490	DB01033	P00492
8491	DB01033	Q06203
8492	DB01033	P20839
8493	DB01033	P12268
8494	DB01033	P23219
8495	DB01033	P51580
8496	DB01033	P00491
8497	DB01033	O15439
8498	DB01033	O15440
8499	DB01034	P49327
8500	DB01034	P00488
8501	DB01035	Q14524
8502	DB01035	P26358
8503	DB01035	Q12809
8504	DB01035	P08172
8505	DB01035	P22303
8506	DB01035	Q9UBC3
8507	DB01035	Q9Y6K1
8508	DB01035	P35498
8509	DB01035	P35499
8510	DB01035	Q01118
8511	DB01035	Q15858
8512	DB01035	Q99250
8513	DB01035	Q9NY46
8514	DB01035	Q9UI33
8515	DB01035	Q9UQD0
8516	DB01035	Q9Y5Y9
8517	DB01036	P20309
8518	DB01036	P08172
8519	DB01036	P08912
8520	DB01036	P11229
8521	DB01036	P08173
8522	DB01036	Q12809
8523	DB01037	P27338
8524	DB01037	P21397
8525	DB01037	P08913
8526	DB01037	P18089
8527	DB01038	P14416
8528	DB01038	P21728
8529	DB01038	P21918
8530	DB01038	P28223
8531	DB01039	Q07869
8532	DB01039	O43923
8533	DB01039	P37231
8534	DB01039	Q03181
8535	DB01039	O75469
8536	DB01041	Q96SW2
8537	DB01041	P01375
8538	DB01041	P19838
8539	DB01041	P21802
8540	DB01041	P35354
8541	DB01041	P02763
8542	DB01041	P19652
8543	DB01041	P23219
8544	DB01043	P46098
8545	DB01043	Q693P7
8546	DB01043	P14416
8547	DB01043	Q05586
8548	DB01043	Q12879
8549	DB01043	Q13224
8550	DB01043	Q14957
8551	DB01043	O15399
8552	DB01043	Q8TCU5
8553	DB01043	O60391
8554	DB01043	P14867
8555	DB01043	P47869
8556	DB01043	P34903
8557	DB01043	P48169
8558	DB01043	P31644
8559	DB01043	Q16445
8560	DB01043	P18505
8561	DB01043	P47870
8562	DB01043	P28472
8563	DB01043	O14764
8564	DB01043	P78334
8565	DB01043	Q8N1C3
8566	DB01043	P18507
8567	DB01043	Q99928
8568	DB01043	O00591
8569	DB01043	Q9UN88
8570	DB01043	O15245
8571	DB01045	O75469
8572	DB01045	Q9Y6L6
8573	DB01045	P46721
8574	DB01045	Q9NPD5
8575	DB01045	Q16850
8576	DB01045	P02768
8577	DB01045	O94956
8578	DB01045	P29466
8579	DB01045	O95342
8580	DB01046	P51788
8581	DB01047	P04150
8582	DB01047	Q99835
8583	DB01049	P21728
8584	DB01049	P21918
8585	DB01049	P14416
8586	DB01049	P35462
8587	DB01049	P21917
8588	DB01049	P35348
8589	DB01049	P35368
8590	DB01049	P25100
8591	DB01049	P08913
8592	DB01049	P18089
8593	DB01049	P18825
8594	DB01049	P08588
8595	DB01049	P07550
8596	DB01049	P13945
8597	DB01049	P08908
8598	DB01049	P28222
8599	DB01049	P28221
8600	DB01049	P28566
8601	DB01049	P30939
8602	DB01049	P28223
8603	DB01049	P41595
8604	DB01049	P28335
8605	DB01049	P46098
8606	DB01049	O95264
8607	DB01049	Q8WXA8
8608	DB01049	Q70Z44
8609	DB01049	A5X5Y0
8610	DB01049	Q13639
8611	DB01049	P50406
8612	DB01049	P34969
8613	DB01050	P35354
8614	DB01050	P23219
8615	DB01050	P10415
8616	DB01050	P07204
8617	DB01050	P12104
8618	DB01050	P37231
8619	DB01050	P13569
8620	DB01050	Q07869
8621	DB01050	P07359
8622	DB01050	P31151
8623	DB01050	P78348
8624	DB01050	P42330
8625	DB01050	P11712
8626	DB01050	P09917
8627	DB01050	Q8N695
8628	DB01050	P10145
8629	DB01050	P52895
8630	DB01051	Q9UNQ0
8631	DB01053	Q8TCC7
8632	DB01053	P46059
8633	DB01053	Q16348
8634	DB01054	Q13936
8635	DB01054	P54289
8636	DB01054	Q08289
8637	DB01054	Q06432
8638	DB01054	Q01668
8639	DB01054	Q13698
8640	DB01054	Q9NY47
8641	DB01054	O95180
8642	DB01054	O15554
8643	DB01054	P11712
8644	DB01054	P33261
8645	DB01054	P02766
8646	DB01054	P35498
8647	DB01054	Q99250
8648	DB01054	Q9NY46
8649	DB01054	Q12809
8650	DB01054	P0DMS8
8651	DB01054	O60840
8652	DB01055	P34896
8653	DB01055	P13500
8654	DB01055	P14679
8655	DB01056	Q14524
8656	DB01056	P35498
8657	DB01056	P35499
8658	DB01056	Q01118
8659	DB01056	Q15858
8660	DB01056	Q99250
8661	DB01056	Q9NY46
8662	DB01056	Q9UI33
8663	DB01056	Q9UQD0
8664	DB01056	Q9Y5Y9
8665	DB01057	P06276
8666	DB01057	P22303
8667	DB01059	P11388
8668	DB01059	P14867
8669	DB01059	P31644
8670	DB01059	P34903
8671	DB01059	P47869
8672	DB01059	P48169
8673	DB01059	Q02880
8674	DB01059	Q16445
8675	DB01059	Q96FL8
8676	DB01060	P28223
8677	DB01060	P28335
8678	DB01060	P41595
8679	DB01062	P20309
8680	DB01062	P08172
8681	DB01062	P11229
8682	DB01062	Q99720
8683	DB01062	P23975
8684	DB01062	P41595
8685	DB01062	P35462
8686	DB01062	Q01959
8687	DB01062	P33261
8688	DB01062	P08173
8689	DB01062	P08912
8690	DB01063	P14416
8691	DB01063	P21728
8692	DB01063	P10275
8693	DB01064	P08588
8694	DB01064	P07550
8695	DB01064	P13945
8696	DB01064	P28482
8697	DB01064	P27986
8698	DB01064	O00459
8699	DB01064	Q92569
8700	DB01064	P00441
8701	DB01065	P48039
8702	DB01065	P49286
8703	DB01065	P03372
8704	DB01065	Q92753
8705	DB01065	P0DP23
8706	DB01065	P05164
8707	DB01065	P11678
8708	DB01065	P27797
8709	DB01065	P46597
8710	DB01065	P16083
8711	DB01065	P41595
8712	DB01065	P35398
8713	DB01067	Q09428
8714	DB01067	P37231
8715	DB01067	Q14654
8716	DB01068	P14867
8717	DB01068	P47869
8718	DB01068	P34903
8719	DB01068	P48169
8720	DB01068	P31644
8721	DB01068	Q16445
8722	DB01068	P18505
8723	DB01068	P47870
8724	DB01068	P28472
8725	DB01068	O14764
8726	DB01068	P78334
8727	DB01068	Q8N1C3
8728	DB01068	P18507
8729	DB01068	Q99928
8730	DB01068	O00591
8731	DB01068	Q9UN88
8732	DB01068	P30536
8733	DB01068	O75469
8734	DB01069	P35367
8735	DB01069	P14416
8736	DB01069	P11229
8737	DB01069	P08172
8738	DB01069	P20309
8739	DB01069	P08173
8740	DB01069	P08912
8741	DB01069	P35348
8742	DB01069	P28223
8743	DB01069	P0DP23
8744	DB01069	P25021
8745	DB01069	P21728
8746	DB01069	P08913
8747	DB01069	Q99720
8748	DB01069	P23975
8749	DB01069	P08908
8750	DB01069	P41595
8751	DB01069	P28335
8752	DB01069	P50406
8753	DB01069	P18089
8754	DB01069	P35462
8755	DB01069	P18825
8756	DB01069	P25100
8757	DB01069	O15245
8758	DB01069	P35498
8759	DB01069	Q99250
8760	DB01069	Q9NY46
8761	DB01069	P04156
8762	DB01069	P31645
8763	DB01069	P06276
8764	DB01069	Q06278
8765	DB01069	Q9H3N8
8766	DB01069	P10635
8767	DB01069	P55789
8768	DB01070	P11473
8769	DB01071	P35367
8770	DB01071	P20309
8771	DB01071	P11229
8772	DB01071	P08912
8773	DB01071	P08173
8774	DB01071	P08172
8775	DB01072	P22309
8776	DB01072	P05177
8777	DB01072	P11712
8778	DB01072	P08684
8779	DB01072	P08183
8780	DB01073	P23921
8781	DB01073	P09884
8782	DB01073	P27707
8783	DB01073	P31350
8784	DB01074	P50416
8785	DB01074	P23786
8786	DB01074	Q12809
8787	DB01074	Q99720
8788	DB01074	P23975
8789	DB01074	P11229
8790	DB01074	P20309
8791	DB01074	P08173
8792	DB01074	P08912
8793	DB01074	P10635
8794	DB01074	P00533
8795	DB01074	P06241
8796	DB01074	Q9P0X4
8797	DB01074	O95180
8798	DB01074	O43497
8799	DB01075	P35367
8800	DB01075	P08172
8801	DB01075	P31645
8802	DB01075	Q01959
8803	DB01075	P08173
8804	DB01075	P11229
8805	DB01075	P28223
8806	DB01075	P41595
8807	DB01075	P28335
8808	DB01075	Q9H3N8
8809	DB01075	Q12809
8810	DB01075	P35498
8811	DB01075	Q99250
8812	DB01075	Q9NY46
8813	DB01075	P08912
8814	DB01075	P10635
8815	DB01075	P20309
8816	DB01075	P23975
8817	DB01075	O15244
8818	DB01076	P04035
8819	DB01076	P27487
8820	DB01076	P35869
8821	DB01076	Q14994
8822	DB01076	P08684
8823	DB01076	Q9UBN7
8824	DB01076	Q13547
8825	DB01076	Q92769
8826	DB01077	Q13332
8827	DB01077	P38606
8828	DB01078	P05023
8829	DB01078	P05026
8830	DB01078	P13637
8831	DB01078	P14415
8832	DB01078	P50993
8833	DB01078	P54709
8834	DB01078	P54710
8835	DB01078	Q13733
8836	DB01079	Q13639
8837	DB01079	P41595
8838	DB01079	P28335
8839	DB01079	P28223
8840	DB01079	P46098
8841	DB01079	P28221
8842	DB01079	P08908
8843	DB01080	Q9UBS5
8844	DB01080	P80404
8845	DB01081	P35372
8846	DB01081	P41143
8847	DB01081	P22001
8848	DB01082	Q9UM07
8849	DB01083	P16233
8850	DB01083	P07098
8851	DB01083	P49327
8852	DB01083	Q9BV23
8853	DB01083	P21554
8854	DB01083	Q8N2K0
8855	DB01083	Q8NCG7
8856	DB01083	Q9Y4D2
8857	DB01083	O95870
8858	DB01083	Q13093
8859	DB01084	P35367
8860	DB01085	P20309
8861	DB01085	P11229
8862	DB01085	P08172
8863	DB01085	P08173
8864	DB01085	P08912
8865	DB01086	Q9Y5Y9
8866	DB01086	Q14524
8867	DB01086	P35498
8868	DB01086	Q99250
8869	DB01086	Q9NY46
8870	DB01086	P35499
8871	DB01086	Q01118
8872	DB01086	Q9UQD0
8873	DB01086	Q15858
8874	DB01086	Q9UI33
8875	DB01087	P08729
8876	DB01087	P16083
8877	DB01087	P31645
8878	DB01087	P05177
8879	DB01087	P21397
8880	DB01087	P27338
8881	DB01087	P07900
8882	DB01087	P69905
8883	DB01087	Q12809
8884	DB01087	P35869
8885	DB01087	P11413
8886	DB01088	P43119
8887	DB01088	P34995
8888	DB01088	P27815
8889	DB01088	Q07343
8890	DB01088	Q08493
8891	DB01088	Q08499
8892	DB01088	P00750
8893	DB01088	Q9Y5Y4
8894	DB01088	Q13258
8895	DB01088	P35408
8896	DB01088	P43088
8897	DB01088	P43116
8898	DB01088	P21731
8899	DB01088	P43115
8900	DB01089	Q05940
8901	DB01090	Q9GZZ6
8902	DB01090	P32297
8903	DB01090	P30926
8904	DB01091	Q14534
8905	DB01091	P08913
8906	DB01091	Q99720
8907	DB01091	P31645
8908	DB01091	P23975
8909	DB01091	P10635
8910	DB01091	P22303
8911	DB01092	P05023
8912	DB01092	P50993
8913	DB01092	P13637
8914	DB01092	Q12809
8915	DB01092	P40763
8916	DB01094	P35610
8917	DB01094	O75908
8918	DB01094	P55157
8919	DB01094	P04278
8920	DB01094	Q16678
8921	DB01094	P49841
8922	DB01094	O43570
8923	DB01094	P22748
8924	DB01094	P43166
8925	DB01095	P04035
8926	DB01095	P11712
8927	DB01095	Q14994
8928	DB01097	Q02127
8929	DB01097	P35869
8930	DB01097	Q14289
8931	DB01098	P04035
8932	DB01098	O43924
8933	DB01099	P26358
8934	DB01099	P28223
8935	DB01100	P14416
8936	DB01100	P35462
8937	DB01100	Q12809
8938	DB01100	P0DP23
8939	DB01100	O94782
8940	DB01100	P21917
8941	DB01100	P28335
8942	DB01100	P28221
8943	DB01100	P20309
8944	DB01100	P08913
8945	DB01100	Q9P0X4
8946	DB01100	Q16322
8947	DB01100	P28223
8948	DB01100	Q99720
8949	DB01100	P0DP24
8950	DB01100	P0DP25
8951	DB01100	P33527
8952	DB01100	P18825
8953	DB01100	P35367
8954	DB01100	P18089
8955	DB01100	P35348
8956	DB01100	P34969
8957	DB01100	P50406
8958	DB01100	P08908
8959	DB01100	P08183
8960	DB01100	O15244
8961	DB01100	O43497
8962	DB01100	P41145
8963	DB01100	P41143
8964	DB01100	P35372
8965	DB01100	P23415
8966	DB01101	P04818
8967	DB01102	P08588
8968	DB01102	P07550
8969	DB01102	P13945
8970	DB01103	O60733
8971	DB01103	P47712
8972	DB01103	Q15111
8973	DB01103	P08913
8974	DB01103	P23975
8975	DB01103	P28223
8976	DB01103	P18089
8977	DB01103	P35462
8978	DB01103	P25021
8979	DB01103	P11229
8980	DB01103	P08172
8981	DB01103	P20309
8982	DB01103	P08173
8983	DB01103	P08912
8984	DB01103	P18825
8985	DB01103	P25100
8986	DB01103	P22303
8987	DB01103	Q06278
8988	DB01103	P04156
8989	DB01103	P35498
8990	DB01103	Q99250
8991	DB01103	Q9NY46
8992	DB01104	P31645
8993	DB01104	Q01959
8994	DB01104	O00264
8995	DB01104	Q99720
8996	DB01104	P20309
8997	DB01104	P11229
8998	DB01104	P08912
8999	DB01104	P08173
9000	DB01104	P08172
9001	DB01104	P08913
9002	DB01104	Q12809
9003	DB01104	P28223
