protein_name	disorder_name	score
P36222	0003268	0.30000001192092896
P36222	0018177	0.4000000059604645
Q14C87	0002691	0.30000001192092896
Q14C87	0004721	0.3100000023841858
Q14C88	0007243	0.30000001192092896
Q14C71	0000477	0.30000001192092896
Q93084	0002533	0.30000001192092896
Q93084	0004972	0.3199999928474426
Q93084	0003435	0.30000001192092896
Q93084	0005032	0.30000001192092896
Q6IBR8	0004989	0.30000001192092896
Q93088	0010200	0.30000001192092896
Q93088	0009106	0.30000001192092896
Q93088	0018968	0.30000001192092896
Q93088	0018969	0.30000001192092896
Q93088	0018908	0.30000001192092896
Q93088	0019795	0.30000001192092896
Q93088	0017087	0.30000001192092896
Q93088	0009975	0.30000001192092896
Q93088	0007243	0.30000001192092896
Q6ZUD6	0021042	0.5
Q6ZUD6	0015917	0.30000001192092896
Q6ZUD6	0003268	0.30000001192092896
Q93091	0005154	0.30000001192092896
Q6IBQ5	0013888	0.6000000238418579
Q6IBQ5	0004976	0.5
Q6IBQ5	0017593	0.30000001192092896
Q6IBQ5	0017161	0.30000001192092896
Q6IBQ5	0020561	0.6000000238418579
Q93098	0005575	0.3100000023841858
Q93099	0008753	1
Q93063	0008145	0.4000000059604645
Q93063	0011022	0.3400000035762787
Q93063	0014731	0.5
Q93063	0002629	0.30000001192092896
Q93063	0015286	0.30000001192092896
Q93063	0007586	0.6000000238418579
Q93063	0019019	0.30000001192092896
Q93074	0010477	0.6299999952316284
Q93074	0010316	0.30000001192092896
Q93074	0010297	0.30000001192092896
Q93074	0015871	0.4000000059604645
Q93074	0004989	0.3100000023841858
Q93074	0002010	0.800000011920929
Q93074	0002056	0.3799999952316284
Q93074	0015225	0.30000001192092896
Q93074	0005396	0.30000001192092896
Q93074	0006639	0.30000001192092896
Q93074	0008779	0.30000001192092896
Q93074	0010655	0.7300000190734863
Q93074	0008315	0.3400000035762787
Q93074	0020066	0.30000001192092896
Q93074	0009583	0.3100000023841858
Q6IBK0	0010264	0.3100000023841858
Q6IBK0	0002447	0.3400000035762787
Q6IBK0	0002145	0.30000001192092896
Q6IBK0	0008725	0.699999988079071
Q6IBK0	0008487	0.550000011920929
Q6IBN6	0008315	0.3100000023841858
Q53HP3	0008054	0.30000001192092896
Q53HP3	0009006	0.6399999856948853
Q53HP3	0016367	0.30000001192092896
Q53HP3	0005342	0.30000001192092896
Q53HP3	0006564	0.30000001192092896
Q53HP3	0005150	0.4699999988079071
Q6IBH0	0100130	0.30000001192092896
Q6IBG4	0004985	0.33000001311302185
Q93034	0004989	0.3199999928474426
Q14BN4	0015263	0.5099999904632568
Q93008	0010487	0.6000000238418579
Q93008	0011348	0.30000001192092896
Q93008	0012155	0.30000001192092896
Q93009	0014805	0.30000001192092896
Q93009	0001187	0.30000001192092896
Q93009	0004987	0.30000001192092896
Q93009	0008315	0.33000001311302185
Q6IBC4	0004069	0.30000001192092896
Q6IBC4	0009640	0.800000011920929
Q6IBC8	0009693	0.30000001192092896
Q6IBB5	0005575	0.30000001192092896
Q6IBB5	0009640	0.6000000238418579
Q6IBB7	0016576	0.3499999940395355
Q6IBB7	0005096	0.30000001192092896
Q6IBE5	0016761	0.6899999976158142
Q6IBE5	0016648	0.5
Q6IBE5	0005516	0.36000001430511475
Q6IBE5	0009717	0.30000001192092896
Q6IBE5	0010650	0.30000001192092896
Q6IBE6	0004971	0.30000001192092896
Q6IBE6	0005747	0.30000001192092896
Q6IBD6	0005271	0.30000001192092896
Q6IBD6	0005249	0.30000001192092896
Q6IBD6	0006525	0.3100000023841858
O43933	0009325	0.7200000286102295
O43933	0001751	0.3100000023841858
O43933	0015225	0.30000001192092896
O43933	0015193	0.30000001192092896
O43933	0018598	0.30000001192092896
O43933	0019609	1
O43933	0019507	0.4000000059604645
O43933	0008779	0.30000001192092896
O43933	0019234	0.5
O43933	0019174	0.6299999952316284
O43933	0019053	0.3100000023841858
O43933	0019046	0.4000000059604645
I3L1B5	0011348	0.30000001192092896
I3L1B5	0012694	0.800000011920929
I3L1B5	0012695	0.6000000238418579
I3L1B5	0002427	0.30000001192092896
I3L1B5	0016575	0.30000001192092896
I3L1B5	0018921	0.41999998688697815
I3L1B5	0016023	0.4000000059604645
I3L1B5	0005328	0.30000001192092896
I3L1B5	0005240	0.4099999964237213
I3L1B5	0019719	0.30000001192092896
I3L1B5	0008996	0.7099999785423279
I3L1A2	0008315	0.30000001192092896
Q6ZUT6	0005575	0.30000001192092896
Q6ZUT3	0010693	0.6000000238418579
Q14CN2	0009061	0.3400000035762787
Q6ZUN2	0024644	0.3100000023841858
Q6ZUN2	0011057	0.30000001192092896
Q6ZUN2	0002771	0.3100000023841858
Q6ZUN2	0001347	0.30000001192092896
Q6ZUN2	0016175	0.5
Q6ZUN2	0005396	0.33000001311302185
Q6ZUN2	0005044	0.5
Q6ZUN2	0019571	0.5600000023841858
Q6ZUN2	0008678	0.6000000238418579
Q6ZUN2	0019203	0.30000001192092896
Q6ZUN2	0008504	0.699999988079071
Q6ZUN2	0020066	0.3100000023841858
Q14CM0	0010509	0.6000000238418579
Q14CA1	0004989	0.3100000023841858
Q14CA1	0005575	0.3100000023841858
I3L145	0011565	0.4000000059604645
I3L145	0008315	0.3799999952316284
A0N071	0000577	0.30000001192092896
A0N071	0016489	0.3499999940395355
Q6IAM1	0021042	0.30000001192092896
Q6IAM1	0015917	0.30000001192092896
Q6IAM1	0003268	0.30000001192092896
Q6IAL9	0015597	0.30000001192092896
Q6IAL9	0005083	0.3100000023841858
Q53H87	0011122	0.30000001192092896
Q53H87	0005575	0.30000001192092896
Q6IB11	0008315	0.30000001192092896
Q53H33	0015177	0.33000001311302185
Q53H33	0019019	0.30000001192092896
Q53H33	0008315	0.3400000035762787
Q53H33	0009597	0.7099999785423279
Q6ZSZ5	0044314	0.6000000238418579
Q6ZSZ5	0019200	0.30000001192092896
Q6ZSZ6	0004985	0.009999999776482582
Q6ZSZ6	0011921	0.4300000071525574
Q53GS7	0012750	0.7200000286102295
Q53GS7	0004976	0.4099999964237213
Q53GS7	0015225	0.4099999964237213
Q53GS7	0015193	0.30000001192092896
Q53GS7	0008779	0.4099999964237213
Q53GS7	0009670	0.7200000286102295
Q53GN8	0013433	0.5299999713897705
Q53GN8	0004989	0.3700000047683716
Q53GN8	0005534	0.30000001192092896
Q53GN8	0018646	0.4000000059604645
Q53GN8	0005101	0.49000000953674316
Q6IAE6	0013145	0.30000001192092896
Q6IAE6	0015263	0.5099999904632568
Q6IAE6	0008223	0.3100000023841858
